Name,ST,url,MLST_Profile,ST2,url2,MLST_Profile2
ERR047385,1025,http://mlst.warwick.ac.uk/mlst/dbs/Ecoli,6.61.6.174.13.3.50,9e262da189131a558f880d051c88d45de2cbd50a,http://bigsdb.web.pasteur.fr/ecoli/,178f9e113b309793c3eb90b991df763409a4198e.a900600c0b2175153cb99fbc2d394858e11bbe8e.4.25..146.743d71d00b1edbc0167aabef571e9530b51afb95.c161b8e0dd10b24e04e2d1ecd124e66634afb645
ERR047389,1025,http://mlst.warwick.ac.uk/mlst/dbs/Ecoli,6.61.6.174.13.3.50,9e262da189131a558f880d051c88d45de2cbd50a,http://bigsdb.web.pasteur.fr/ecoli/,178f9e113b309793c3eb90b991df763409a4198e.a900600c0b2175153cb99fbc2d394858e11bbe8e.4.25..146.743d71d00b1edbc0167aabef571e9530b51afb95.c161b8e0dd10b24e04e2d1ecd124e66634afb645
ERR047394,1025,http://mlst.warwick.ac.uk/mlst/dbs/Ecoli,6.61.6.174.13.3.50,9e262da189131a558f880d051c88d45de2cbd50a,http://bigsdb.web.pasteur.fr/ecoli/,178f9e113b309793c3eb90b991df763409a4198e.a900600c0b2175153cb99fbc2d394858e11bbe8e.4.25..146.743d71d00b1edbc0167aabef571e9530b51afb95.c161b8e0dd10b24e04e2d1ecd124e66634afb645
ERR047395,1025,http://mlst.warwick.ac.uk/mlst/dbs/Ecoli,6.61.6.174.13.3.50,9e262da189131a558f880d051c88d45de2cbd50a,http://bigsdb.web.pasteur.fr/ecoli/,178f9e113b309793c3eb90b991df763409a4198e.a900600c0b2175153cb99fbc2d394858e11bbe8e.4.25..146.743d71d00b1edbc0167aabef571e9530b51afb95.c161b8e0dd10b24e04e2d1ecd124e66634afb645
ERR047396,1025,http://mlst.warwick.ac.uk/mlst/dbs/Ecoli,6.61.6.174.13.3.50,9e262da189131a558f880d051c88d45de2cbd50a,http://bigsdb.web.pasteur.fr/ecoli/,178f9e113b309793c3eb90b991df763409a4198e.a900600c0b2175153cb99fbc2d394858e11bbe8e.4.25..146.743d71d00b1edbc0167aabef571e9530b51afb95.c161b8e0dd10b24e04e2d1ecd124e66634afb645
ERR048233,1025,http://mlst.warwick.ac.uk/mlst/dbs/Ecoli,6.61.6.174.13.3.50,9e262da189131a558f880d051c88d45de2cbd50a,http://bigsdb.web.pasteur.fr/ecoli/,178f9e113b309793c3eb90b991df763409a4198e.a900600c0b2175153cb99fbc2d394858e11bbe8e.4.25..146.743d71d00b1edbc0167aabef571e9530b51afb95.c161b8e0dd10b24e04e2d1ecd124e66634afb645
ERR048243,1025,http://mlst.warwick.ac.uk/mlst/dbs/Ecoli,6.61.6.174.13.3.50,9e262da189131a558f880d051c88d45de2cbd50a,http://bigsdb.web.pasteur.fr/ecoli/,178f9e113b309793c3eb90b991df763409a4198e.a900600c0b2175153cb99fbc2d394858e11bbe8e.4.25..146.743d71d00b1edbc0167aabef571e9530b51afb95.c161b8e0dd10b24e04e2d1ecd124e66634afb645
ERR049152,1025,http://mlst.warwick.ac.uk/mlst/dbs/Ecoli,6.61.6.174.13.3.50,9e262da189131a558f880d051c88d45de2cbd50a,http://bigsdb.web.pasteur.fr/ecoli/,178f9e113b309793c3eb90b991df763409a4198e.a900600c0b2175153cb99fbc2d394858e11bbe8e.4.25..146.743d71d00b1edbc0167aabef571e9530b51afb95.c161b8e0dd10b24e04e2d1ecd124e66634afb645
ERR126963,245,http://mlst.warwick.ac.uk/mlst/dbs/Ecoli,6.61.6.11.13.3.50,b6323e3d17690c10c2c6ebb2601c65d81afcd066,http://bigsdb.web.pasteur.fr/ecoli/,113.a900600c0b2175153cb99fbc2d394858e11bbe8e.4.25..146.743d71d00b1edbc0167aabef571e9530b51afb95.748169611f247fc66fa8e4bf24fc587964c2f35a
ERR126965,245,http://mlst.warwick.ac.uk/mlst/dbs/Ecoli,6.61.6.11.13.3.50,a3bd7bf9ea793b2816eb4fcbdef6ec0cf814cc14,http://bigsdb.web.pasteur.fr/ecoli/,113.a900600c0b2175153cb99fbc2d394858e11bbe8e.4.25...743d71d00b1edbc0167aabef571e9530b51afb95.748169611f247fc66fa8e4bf24fc587964c2f35a
ERR126966,245,http://mlst.warwick.ac.uk/mlst/dbs/Ecoli,6.61.6.11.13.3.50,b6323e3d17690c10c2c6ebb2601c65d81afcd066,http://bigsdb.web.pasteur.fr/ecoli/,113.a900600c0b2175153cb99fbc2d394858e11bbe8e.4.25..146.743d71d00b1edbc0167aabef571e9530b51afb95.748169611f247fc66fa8e4bf24fc587964c2f35a
ERR126967,245,http://mlst.warwick.ac.uk/mlst/dbs/Ecoli,6.61.6.11.13.3.50,b6323e3d17690c10c2c6ebb2601c65d81afcd066,http://bigsdb.web.pasteur.fr/ecoli/,113.a900600c0b2175153cb99fbc2d394858e11bbe8e.4.25..146.743d71d00b1edbc0167aabef571e9530b51afb95.748169611f247fc66fa8e4bf24fc587964c2f35a
ERR126991,245,http://mlst.warwick.ac.uk/mlst/dbs/Ecoli,6.61.6.11.13.3.50,b6323e3d17690c10c2c6ebb2601c65d81afcd066,http://bigsdb.web.pasteur.fr/ecoli/,113.a900600c0b2175153cb99fbc2d394858e11bbe8e.4.25..146.743d71d00b1edbc0167aabef571e9530b51afb95.748169611f247fc66fa8e4bf24fc587964c2f35a
ERR126992,245,http://mlst.warwick.ac.uk/mlst/dbs/Ecoli,6.61.6.11.13.3.50,b6323e3d17690c10c2c6ebb2601c65d81afcd066,http://bigsdb.web.pasteur.fr/ecoli/,113.a900600c0b2175153cb99fbc2d394858e11bbe8e.4.25..146.743d71d00b1edbc0167aabef571e9530b51afb95.748169611f247fc66fa8e4bf24fc587964c2f35a
ERR126993,245,http://mlst.warwick.ac.uk/mlst/dbs/Ecoli,6.61.6.11.13.3.50,b6323e3d17690c10c2c6ebb2601c65d81afcd066,http://bigsdb.web.pasteur.fr/ecoli/,113.a900600c0b2175153cb99fbc2d394858e11bbe8e.4.25..146.743d71d00b1edbc0167aabef571e9530b51afb95.748169611f247fc66fa8e4bf24fc587964c2f35a
ERR126994,245,http://mlst.warwick.ac.uk/mlst/dbs/Ecoli,6.61.6.11.13.3.50,b6323e3d17690c10c2c6ebb2601c65d81afcd066,http://bigsdb.web.pasteur.fr/ecoli/,113.a900600c0b2175153cb99fbc2d394858e11bbe8e.4.25..146.743d71d00b1edbc0167aabef571e9530b51afb95.748169611f247fc66fa8e4bf24fc587964c2f35a
ERR126995,245,http://mlst.warwick.ac.uk/mlst/dbs/Ecoli,6.61.6.11.13.3.50,b6323e3d17690c10c2c6ebb2601c65d81afcd066,http://bigsdb.web.pasteur.fr/ecoli/,113.a900600c0b2175153cb99fbc2d394858e11bbe8e.4.25..146.743d71d00b1edbc0167aabef571e9530b51afb95.748169611f247fc66fa8e4bf24fc587964c2f35a
ERR127018,245,http://mlst.warwick.ac.uk/mlst/dbs/Ecoli,6.61.6.11.13.3.50,b6323e3d17690c10c2c6ebb2601c65d81afcd066,http://bigsdb.web.pasteur.fr/ecoli/,113.a900600c0b2175153cb99fbc2d394858e11bbe8e.4.25..146.743d71d00b1edbc0167aabef571e9530b51afb95.748169611f247fc66fa8e4bf24fc587964c2f35a
ERR127019,245,http://mlst.warwick.ac.uk/mlst/dbs/Ecoli,6.61.6.11.13.3.50,b6323e3d17690c10c2c6ebb2601c65d81afcd066,http://bigsdb.web.pasteur.fr/ecoli/,113.a900600c0b2175153cb99fbc2d394858e11bbe8e.4.25..146.743d71d00b1edbc0167aabef571e9530b51afb95.748169611f247fc66fa8e4bf24fc587964c2f35a
ERR127020,245,http://mlst.warwick.ac.uk/mlst/dbs/Ecoli,6.61.6.11.13.3.50,b6323e3d17690c10c2c6ebb2601c65d81afcd066,http://bigsdb.web.pasteur.fr/ecoli/,113.a900600c0b2175153cb99fbc2d394858e11bbe8e.4.25..146.743d71d00b1edbc0167aabef571e9530b51afb95.748169611f247fc66fa8e4bf24fc587964c2f35a
ERR127021,245,http://mlst.warwick.ac.uk/mlst/dbs/Ecoli,6.61.6.11.13.3.50,b6323e3d17690c10c2c6ebb2601c65d81afcd066,http://bigsdb.web.pasteur.fr/ecoli/,113.a900600c0b2175153cb99fbc2d394858e11bbe8e.4.25..146.743d71d00b1edbc0167aabef571e9530b51afb95.748169611f247fc66fa8e4bf24fc587964c2f35a
ERR127022,245,http://mlst.warwick.ac.uk/mlst/dbs/Ecoli,6.61.6.11.13.3.50,b6323e3d17690c10c2c6ebb2601c65d81afcd066,http://bigsdb.web.pasteur.fr/ecoli/,113.a900600c0b2175153cb99fbc2d394858e11bbe8e.4.25..146.743d71d00b1edbc0167aabef571e9530b51afb95.748169611f247fc66fa8e4bf24fc587964c2f35a
ERR1363958,245,http://mlst.warwick.ac.uk/mlst/dbs/Ecoli,6.61.6.11.13.3.50,31b053a7356af2e9bb3921310169b3c13ab13e1c,http://bigsdb.web.pasteur.fr/ecoli/,113.220.136.139..146.141.131
ERR1363959,245,http://mlst.warwick.ac.uk/mlst/dbs/Ecoli,6.61.6.11.13.3.50,31b053a7356af2e9bb3921310169b3c13ab13e1c,http://bigsdb.web.pasteur.fr/ecoli/,113.220.136.139..146.141.131
ERR1363960,245,http://mlst.warwick.ac.uk/mlst/dbs/Ecoli,6.61.6.11.13.3.50,31b053a7356af2e9bb3921310169b3c13ab13e1c,http://bigsdb.web.pasteur.fr/ecoli/,113.220.136.139..146.141.131
ERR1363961,245,http://mlst.warwick.ac.uk/mlst/dbs/Ecoli,6.61.6.11.13.3.50,31b053a7356af2e9bb3921310169b3c13ab13e1c,http://bigsdb.web.pasteur.fr/ecoli/,113.220.136.139..146.141.131
ERR1363962,245,http://mlst.warwick.ac.uk/mlst/dbs/Ecoli,6.61.6.11.13.3.50,31b053a7356af2e9bb3921310169b3c13ab13e1c,http://bigsdb.web.pasteur.fr/ecoli/,113.220.136.139..146.141.131
ERR1363963,245,http://mlst.warwick.ac.uk/mlst/dbs/Ecoli,6.61.6.11.13.3.50,31b053a7356af2e9bb3921310169b3c13ab13e1c,http://bigsdb.web.pasteur.fr/ecoli/,113.220.136.139..146.141.131
ERR1363964,245,http://mlst.warwick.ac.uk/mlst/dbs/Ecoli,6.61.6.11.13.3.50,31b053a7356af2e9bb3921310169b3c13ab13e1c,http://bigsdb.web.pasteur.fr/ecoli/,113.220.136.139..146.141.131
ERR1363965,245,http://mlst.warwick.ac.uk/mlst/dbs/Ecoli,6.61.6.11.13.3.50,31b053a7356af2e9bb3921310169b3c13ab13e1c,http://bigsdb.web.pasteur.fr/ecoli/,113.220.136.139..146.141.131
ERR1363966,245,http://mlst.warwick.ac.uk/mlst/dbs/Ecoli,6.61.6.11.13.3.50,31b053a7356af2e9bb3921310169b3c13ab13e1c,http://bigsdb.web.pasteur.fr/ecoli/,113.220.136.139..146.141.131
ERR1363967,245,http://mlst.warwick.ac.uk/mlst/dbs/Ecoli,6.61.6.11.13.3.50,31b053a7356af2e9bb3921310169b3c13ab13e1c,http://bigsdb.web.pasteur.fr/ecoli/,113.220.136.139..146.141.131
ERR1363969,245,http://mlst.warwick.ac.uk/mlst/dbs/Ecoli,6.61.6.11.13.3.50,31b053a7356af2e9bb3921310169b3c13ab13e1c,http://bigsdb.web.pasteur.fr/ecoli/,113.220.136.139..146.141.131
ERR1363970,245,http://mlst.warwick.ac.uk/mlst/dbs/Ecoli,6.61.6.11.13.3.50,31b053a7356af2e9bb3921310169b3c13ab13e1c,http://bigsdb.web.pasteur.fr/ecoli/,113.220.136.139..146.141.131
ERR1363971,245,http://mlst.warwick.ac.uk/mlst/dbs/Ecoli,6.61.6.11.13.3.50,31b053a7356af2e9bb3921310169b3c13ab13e1c,http://bigsdb.web.pasteur.fr/ecoli/,113.220.136.139..146.141.131
ERR1363972,245,http://mlst.warwick.ac.uk/mlst/dbs/Ecoli,6.61.6.11.13.3.50,31b053a7356af2e9bb3921310169b3c13ab13e1c,http://bigsdb.web.pasteur.fr/ecoli/,113.220.136.139..146.141.131
ERR1363973,245,http://mlst.warwick.ac.uk/mlst/dbs/Ecoli,6.61.6.11.13.3.50,31b053a7356af2e9bb3921310169b3c13ab13e1c,http://bigsdb.web.pasteur.fr/ecoli/,113.220.136.139..146.141.131
ERR1363974,245,http://mlst.warwick.ac.uk/mlst/dbs/Ecoli,6.61.6.11.13.3.50,ce336b0b03373503924ca004894711adf798b0b6,http://bigsdb.web.pasteur.fr/ecoli/,470d47ab00b9e37c86d7e6822bc8a69a472783f0.220.136.139..146.141.131
ERR1363975,245,http://mlst.warwick.ac.uk/mlst/dbs/Ecoli,6.61.6.11.13.3.50,31b053a7356af2e9bb3921310169b3c13ab13e1c,http://bigsdb.web.pasteur.fr/ecoli/,113.220.136.139..146.141.131
ERR1363976,245,http://mlst.warwick.ac.uk/mlst/dbs/Ecoli,6.61.6.11.13.3.50,31b053a7356af2e9bb3921310169b3c13ab13e1c,http://bigsdb.web.pasteur.fr/ecoli/,113.220.136.139..146.141.131
ERR1363977,245,http://mlst.warwick.ac.uk/mlst/dbs/Ecoli,6.61.6.11.13.3.50,31b053a7356af2e9bb3921310169b3c13ab13e1c,http://bigsdb.web.pasteur.fr/ecoli/,113.220.136.139..146.141.131
ERR1363978,245,http://mlst.warwick.ac.uk/mlst/dbs/Ecoli,6.61.6.11.13.3.50,1852b761ff6922e4c347def83039278c4d226b0d,http://bigsdb.web.pasteur.fr/ecoli/,113.e0b4ad403aac770001f3564261ec707bcb6b6b28.136.139..146.141.131
ERR1363979,245,http://mlst.warwick.ac.uk/mlst/dbs/Ecoli,6.61.6.11.13.3.50,31b053a7356af2e9bb3921310169b3c13ab13e1c,http://bigsdb.web.pasteur.fr/ecoli/,113.220.136.139..146.141.131
ERR1363980,245,http://mlst.warwick.ac.uk/mlst/dbs/Ecoli,6.61.6.11.13.3.50,31b053a7356af2e9bb3921310169b3c13ab13e1c,http://bigsdb.web.pasteur.fr/ecoli/,113.220.136.139..146.141.131
ERR1363981,245,http://mlst.warwick.ac.uk/mlst/dbs/Ecoli,6.61.6.11.13.3.50,31b053a7356af2e9bb3921310169b3c13ab13e1c,http://bigsdb.web.pasteur.fr/ecoli/,113.220.136.139..146.141.131
ERR1363982,245,http://mlst.warwick.ac.uk/mlst/dbs/Ecoli,6.61.6.11.13.3.50,31b053a7356af2e9bb3921310169b3c13ab13e1c,http://bigsdb.web.pasteur.fr/ecoli/,113.220.136.139..146.141.131
ERR1363983,245,http://mlst.warwick.ac.uk/mlst/dbs/Ecoli,6.61.6.11.13.3.50,31b053a7356af2e9bb3921310169b3c13ab13e1c,http://bigsdb.web.pasteur.fr/ecoli/,113.220.136.139..146.141.131
ERR1363984,245,http://mlst.warwick.ac.uk/mlst/dbs/Ecoli,6.61.6.11.13.3.50,31b053a7356af2e9bb3921310169b3c13ab13e1c,http://bigsdb.web.pasteur.fr/ecoli/,113.220.136.139..146.141.131
ERR1363985,245,http://mlst.warwick.ac.uk/mlst/dbs/Ecoli,6.61.6.11.13.3.50,31b053a7356af2e9bb3921310169b3c13ab13e1c,http://bigsdb.web.pasteur.fr/ecoli/,113.220.136.139..146.141.131
ERR1363987,245,http://mlst.warwick.ac.uk/mlst/dbs/Ecoli,6.61.6.11.13.3.50,31b053a7356af2e9bb3921310169b3c13ab13e1c,http://bigsdb.web.pasteur.fr/ecoli/,113.220.136.139..146.141.131
ERR1363988,245,http://mlst.warwick.ac.uk/mlst/dbs/Ecoli,6.61.6.11.13.3.50,31b053a7356af2e9bb3921310169b3c13ab13e1c,http://bigsdb.web.pasteur.fr/ecoli/,113.220.136.139..146.141.131
ERR1363989,245,http://mlst.warwick.ac.uk/mlst/dbs/Ecoli,6.61.6.11.13.3.50,31b053a7356af2e9bb3921310169b3c13ab13e1c,http://bigsdb.web.pasteur.fr/ecoli/,113.220.136.139..146.141.131
ERR1363990,245,http://mlst.warwick.ac.uk/mlst/dbs/Ecoli,6.61.6.11.13.3.50,31b053a7356af2e9bb3921310169b3c13ab13e1c,http://bigsdb.web.pasteur.fr/ecoli/,113.220.136.139..146.141.131
ERR1363991,245,http://mlst.warwick.ac.uk/mlst/dbs/Ecoli,6.61.6.11.13.3.50,31b053a7356af2e9bb3921310169b3c13ab13e1c,http://bigsdb.web.pasteur.fr/ecoli/,113.220.136.139..146.141.131
ERR1363992,245,http://mlst.warwick.ac.uk/mlst/dbs/Ecoli,6.61.6.11.13.3.50,31b053a7356af2e9bb3921310169b3c13ab13e1c,http://bigsdb.web.pasteur.fr/ecoli/,113.220.136.139..146.141.131
ERR1363993,245,http://mlst.warwick.ac.uk/mlst/dbs/Ecoli,6.61.6.11.13.3.50,31b053a7356af2e9bb3921310169b3c13ab13e1c,http://bigsdb.web.pasteur.fr/ecoli/,113.220.136.139..146.141.131
ERR1363994,245,http://mlst.warwick.ac.uk/mlst/dbs/Ecoli,6.61.6.11.13.3.50,31b053a7356af2e9bb3921310169b3c13ab13e1c,http://bigsdb.web.pasteur.fr/ecoli/,113.220.136.139..146.141.131
ERR1363995,245,http://mlst.warwick.ac.uk/mlst/dbs/Ecoli,6.61.6.11.13.3.50,31b053a7356af2e9bb3921310169b3c13ab13e1c,http://bigsdb.web.pasteur.fr/ecoli/,113.220.136.139..146.141.131
ERR1363996,245,http://mlst.warwick.ac.uk/mlst/dbs/Ecoli,6.61.6.11.13.3.50,31b053a7356af2e9bb3921310169b3c13ab13e1c,http://bigsdb.web.pasteur.fr/ecoli/,113.220.136.139..146.141.131
ERR1363997,6200,http://mlst.warwick.ac.uk/mlst/dbs/Ecoli,6.61.6.643.13.3.50,31b053a7356af2e9bb3921310169b3c13ab13e1c,http://bigsdb.web.pasteur.fr/ecoli/,113.220.136.139..146.141.131
ERR1363999,245,http://mlst.warwick.ac.uk/mlst/dbs/Ecoli,6.61.6.11.13.3.50,31b053a7356af2e9bb3921310169b3c13ab13e1c,http://bigsdb.web.pasteur.fr/ecoli/,113.220.136.139..146.141.131
ERR1364000,245,http://mlst.warwick.ac.uk/mlst/dbs/Ecoli,6.61.6.11.13.3.50,b4581db902131364c8ecbeda6f05438f07faa1a1,http://bigsdb.web.pasteur.fr/ecoli/,113.220.136.139..d0a7d97580af8cf9ba274b1f9389a399ede6e1ac.141.131
ERR1364001,245,http://mlst.warwick.ac.uk/mlst/dbs/Ecoli,6.61.6.11.13.3.50,31b053a7356af2e9bb3921310169b3c13ab13e1c,http://bigsdb.web.pasteur.fr/ecoli/,113.220.136.139..146.141.131
ERR1364002,245,http://mlst.warwick.ac.uk/mlst/dbs/Ecoli,6.61.6.11.13.3.50,31b053a7356af2e9bb3921310169b3c13ab13e1c,http://bigsdb.web.pasteur.fr/ecoli/,113.220.136.139..146.141.131
ERR1364003,245,http://mlst.warwick.ac.uk/mlst/dbs/Ecoli,6.61.6.11.13.3.50,3e64bef2369e502b3a2cc2d6996a8e6546df7687,http://bigsdb.web.pasteur.fr/ecoli/,113.220.4.e2a3bf43003797b0459830abc83c066830a58eef..146.141.131
ERR1364004,245,http://mlst.warwick.ac.uk/mlst/dbs/Ecoli,6.61.6.11.13.3.50,31b053a7356af2e9bb3921310169b3c13ab13e1c,http://bigsdb.web.pasteur.fr/ecoli/,113.220.136.139..146.141.131
ERR1364005,6201,http://mlst.warwick.ac.uk/mlst/dbs/Ecoli,6.61.6.11.13.3.442,31b053a7356af2e9bb3921310169b3c13ab13e1c,http://bigsdb.web.pasteur.fr/ecoli/,113.220.136.139..146.141.131
ERR1364006,245,http://mlst.warwick.ac.uk/mlst/dbs/Ecoli,6.61.6.11.13.3.50,31b053a7356af2e9bb3921310169b3c13ab13e1c,http://bigsdb.web.pasteur.fr/ecoli/,113.220.136.139..146.141.131
ERR1364007,245,http://mlst.warwick.ac.uk/mlst/dbs/Ecoli,6.61.6.11.13.3.50,31b053a7356af2e9bb3921310169b3c13ab13e1c,http://bigsdb.web.pasteur.fr/ecoli/,113.220.136.139..146.141.131
ERR1364008,245,http://mlst.warwick.ac.uk/mlst/dbs/Ecoli,6.61.6.11.13.3.50,31b053a7356af2e9bb3921310169b3c13ab13e1c,http://bigsdb.web.pasteur.fr/ecoli/,113.220.136.139..146.141.131
ERR1364009,245,http://mlst.warwick.ac.uk/mlst/dbs/Ecoli,6.61.6.11.13.3.50,31b053a7356af2e9bb3921310169b3c13ab13e1c,http://bigsdb.web.pasteur.fr/ecoli/,113.220.136.139..146.141.131
ERR1364010,245,http://mlst.warwick.ac.uk/mlst/dbs/Ecoli,6.61.6.11.13.3.50,31b053a7356af2e9bb3921310169b3c13ab13e1c,http://bigsdb.web.pasteur.fr/ecoli/,113.220.136.139..146.141.131
ERR1364011,245,http://mlst.warwick.ac.uk/mlst/dbs/Ecoli,6.61.6.11.13.3.50,31b053a7356af2e9bb3921310169b3c13ab13e1c,http://bigsdb.web.pasteur.fr/ecoli/,113.220.136.139..146.141.131
ERR1364013,245,http://mlst.warwick.ac.uk/mlst/dbs/Ecoli,6.61.6.11.13.3.50,31b053a7356af2e9bb3921310169b3c13ab13e1c,http://bigsdb.web.pasteur.fr/ecoli/,113.220.136.139..146.141.131
ERR1364014,245,http://mlst.warwick.ac.uk/mlst/dbs/Ecoli,6.61.6.11.13.3.50,31b053a7356af2e9bb3921310169b3c13ab13e1c,http://bigsdb.web.pasteur.fr/ecoli/,113.220.136.139..146.141.131
ERR1364015,245,http://mlst.warwick.ac.uk/mlst/dbs/Ecoli,6.61.6.11.13.3.50,31b053a7356af2e9bb3921310169b3c13ab13e1c,http://bigsdb.web.pasteur.fr/ecoli/,113.220.136.139..146.141.131
ERR1364016,245,http://mlst.warwick.ac.uk/mlst/dbs/Ecoli,6.61.6.11.13.3.50,31b053a7356af2e9bb3921310169b3c13ab13e1c,http://bigsdb.web.pasteur.fr/ecoli/,113.220.136.139..146.141.131
ERR1364017,245,http://mlst.warwick.ac.uk/mlst/dbs/Ecoli,6.61.6.11.13.3.50,e333618a1b2709a838b700e4a193779858c73ecf,http://bigsdb.web.pasteur.fr/ecoli/,113.220.136.139..fda63296de377a1b13ff004f3d0179b765febc48.141.131
ERR1364018,245,http://mlst.warwick.ac.uk/mlst/dbs/Ecoli,6.61.6.11.13.3.50,31b053a7356af2e9bb3921310169b3c13ab13e1c,http://bigsdb.web.pasteur.fr/ecoli/,113.220.136.139..146.141.131
ERR1364019,245,http://mlst.warwick.ac.uk/mlst/dbs/Ecoli,6.61.6.11.13.3.50,31b053a7356af2e9bb3921310169b3c13ab13e1c,http://bigsdb.web.pasteur.fr/ecoli/,113.220.136.139..146.141.131
ERR1364020,245,http://mlst.warwick.ac.uk/mlst/dbs/Ecoli,6.61.6.11.13.3.50,31b053a7356af2e9bb3921310169b3c13ab13e1c,http://bigsdb.web.pasteur.fr/ecoli/,113.220.136.139..146.141.131
ERR1364021,245,http://mlst.warwick.ac.uk/mlst/dbs/Ecoli,6.61.6.11.13.3.50,31b053a7356af2e9bb3921310169b3c13ab13e1c,http://bigsdb.web.pasteur.fr/ecoli/,113.220.136.139..146.141.131
ERR1364022,245,http://mlst.warwick.ac.uk/mlst/dbs/Ecoli,6.61.6.11.13.3.50,31b053a7356af2e9bb3921310169b3c13ab13e1c,http://bigsdb.web.pasteur.fr/ecoli/,113.220.136.139..146.141.131
ERR1364023,245,http://mlst.warwick.ac.uk/mlst/dbs/Ecoli,6.61.6.11.13.3.50,31b053a7356af2e9bb3921310169b3c13ab13e1c,http://bigsdb.web.pasteur.fr/ecoli/,113.220.136.139..146.141.131
ERR1364024,245,http://mlst.warwick.ac.uk/mlst/dbs/Ecoli,6.61.6.11.13.3.50,31b053a7356af2e9bb3921310169b3c13ab13e1c,http://bigsdb.web.pasteur.fr/ecoli/,113.220.136.139..146.141.131
