Name,ST,url,MLST_Profile,organismName
DRR178431,116,https://pubmlst.org/ecloacae/,9.4.14.6.11.4.6,Enterobacter hormaechei
DRR178434,2c08954b9bad10854b7b7cbaa48013f2535be116,https://pubmlst.org/ecloacae/,86802b4d416d1759e468ca2a5a4795f48b2896b9.15.5cecff73c1b7dae10ae30ce45394bdf8b1872b2b.89edfa5777e1b0bd1b54de4e5f56e0f0b41933e7.7ace08f17a0a32b5a7c65b3a1e0d61967ea0c721.11.15,Enterobacter asburiae
DRR178437,6caccfe48532c89a147ba77465f225baa44e676d,https://pubmlst.org/ecloacae/,243.a6d25a41d2cc97642def400c365a2ce8c8129a50.6af92445cd0d8f193bb304b6c7bd3110fdf54d20.6f6ab3c2e444b469a7b9a679fc2b5356e29bd6f4.35806f26c4b6f550553090dedcf5dcf88b5fcbb0.18.89,Enterobacter asburiae
DRR178440,133,https://pubmlst.org/ecloacae/,11.4.4.13.39.4.9,Enterobacter hormaechei
DRR178443,148,https://pubmlst.org/ecloacae/,7.8.5.78.45.6.7,Enterobacter hormaechei
DRR178446,88,https://pubmlst.org/ecloacae/,4.4.4.62.59.4.6,Enterobacter hormaechei
DRR178449,78,https://pubmlst.org/ecloacae/,8.9.6.9.9.6.8,Enterobacter hormaechei
DRR178451,484,https://pubmlst.org/ecloacae/,26.14.143.191.61.11.89,Enterobacter asburiae
DRR180674,64465cc36275932e251b618b61a34ed2bda58422,https://pubmlst.org/ecloacae/,c437ecd15794fe43826b4434cacdee14f0f2bef7.15.102.104..11.10,Enterobacter asburiae
DRR199000,200,https://pubmlst.org/ecloacae/,74.20.20.65.45.4.32,Enterobacter hormaechei
DRR199001,916,https://pubmlst.org/ecloacae/,275.20.148.44.45.4.6,Enterobacter hormaechei
DRR199002,66,https://pubmlst.org/ecloacae/,52.21.20.44.45.4.6,Enterobacter hormaechei
DRR199003,513,https://pubmlst.org/ecloacae/,171.1.190.168.1.22.113,Enterobacter cloacae
DRR199005,200,https://pubmlst.org/ecloacae/,74.20.20.65.45.4.32,Enterobacter hormaechei
DRR199006,200,https://pubmlst.org/ecloacae/,74.20.20.65.45.4.32,Enterobacter hormaechei
DRR199007,200,https://pubmlst.org/ecloacae/,74.20.20.65.45.4.32,Enterobacter hormaechei
DRR199008,200,https://pubmlst.org/ecloacae/,74.20.20.65.45.4.32,Enterobacter hormaechei
DRR199009,312,https://pubmlst.org/ecloacae/,58.4.90.6.39.48.59,Enterobacter hormaechei
DRR199010,182,https://pubmlst.org/ecloacae/,49.20.19.44.90.24.32,Enterobacter hormaechei
DRR199011,200,https://pubmlst.org/ecloacae/,74.20.20.65.45.4.32,Enterobacter hormaechei
DRR199016,200,https://pubmlst.org/ecloacae/,74.20.20.65.45.4.32,Enterobacter hormaechei
DRR199017,200,https://pubmlst.org/ecloacae/,74.20.20.65.45.4.32,Enterobacter hormaechei
DRR199018,200,https://pubmlst.org/ecloacae/,74.20.20.65.45.4.32,Enterobacter hormaechei
DRR199020,200,https://pubmlst.org/ecloacae/,74.20.20.65.45.4.32,Enterobacter hormaechei
DRR199022,171,https://pubmlst.org/ecloacae/,49.21.19.44.45.12.32,Enterobacter hormaechei
DRR199025,90,https://pubmlst.org/ecloacae/,58.37.4.6.42.4.25,Enterobacter hormaechei
DRR199026,1053,https://pubmlst.org/ecloacae/,91.20.19.178.45.4.6,Enterobacter hormaechei
DRR199027,114,https://pubmlst.org/ecloacae/,53.35.20.44.45.4.6,Enterobacter hormaechei
DRR199028,114,https://pubmlst.org/ecloacae/,53.35.20.44.45.4.6,Enterobacter hormaechei
DRR199029,200,https://pubmlst.org/ecloacae/,74.20.20.65.45.4.32,Enterobacter hormaechei
DRR199030,200,https://pubmlst.org/ecloacae/,74.20.20.65.45.4.32,Enterobacter hormaechei
DRR199203,133,https://pubmlst.org/ecloacae/,11.4.4.13.39.4.9,Enterobacter hormaechei
DRR199246,807,https://pubmlst.org/ecloacae/,255.166.280.313.255.11.166,Enterobacter asburiae
DRR199259,50,https://pubmlst.org/ecloacae/,4.4.4.6.37.4.25,Enterobacter hormaechei
DRR199271,1daf28226b9f36bf2c911ba6ab6d378c24c95896,https://pubmlst.org/ecloacae/,71.3.66.89.19.16.3,Enterobacter kobei
DRR199290,527,https://pubmlst.org/ecloacae/,53.20.19.178.45.4.32,Enterobacter hormaechei
DRR199297,1059,https://pubmlst.org/ecloacae/,36.25.49.30.49.21.20,Enterobacter roggenkampii
DRR199362,32,https://pubmlst.org/ecloacae/,3.24.3.35.3.16.17,Enterobacter kobei
DRR199376,54,https://pubmlst.org/ecloacae/,41.3.54.37.3.15.17,Enterobacter kobei
DRR199400,1100,https://pubmlst.org/ecloacae/,312.200.39.15.46.11.201,Enterobacter asburiae
DRR199411,982,https://pubmlst.org/ecloacae/,4.4.4.39.39.4.25,Enterobacter hormaechei
DRR199443,28,https://pubmlst.org/ecloacae/,27.14.26.54.26.10.16,Enterobacter asburiae
DRR199444,28,https://pubmlst.org/ecloacae/,27.14.26.54.26.10.16,Enterobacter asburiae
DRR199446,28,https://pubmlst.org/ecloacae/,27.14.26.54.26.10.16,Enterobacter asburiae
DRR199451,665f544537103b7fbe7aaa9caa774ee31b591ec9,https://pubmlst.org/ecloacae/,43.3.51.36.18.16.21795f76cc90095ee6b48ba6c1748da8054a7560,Enterobacter kobei
DRR199496,804ee89401173c0f2e9232c34c4f7fbe9bf04d6b,https://pubmlst.org/ecloacae/,95680a5744249ca8fe395cfb7fd21444308eef70.196.51e2fd7007fc3fe9dc8a29d60b6ce1e5086fc288.92.c94e3f975e21f800082ac6e74460f98dd237b8d1.12.20,Enterobacter roggenkampii
DRR199508,520,https://pubmlst.org/ecloacae/,41.3.191.207.3.16.114,Enterobacter kobei
DRR199682,914,https://pubmlst.org/ecloacae/,272.3.291.36.3.16.175,Enterobacter kobei
DRR199683,520,https://pubmlst.org/ecloacae/,41.3.191.207.3.16.114,Enterobacter kobei
DRR199685,914,https://pubmlst.org/ecloacae/,272.3.291.36.3.16.175,Enterobacter kobei
DRR199686,914,https://pubmlst.org/ecloacae/,272.3.291.36.3.16.175,Enterobacter kobei
DRR199688,914,https://pubmlst.org/ecloacae/,272.3.291.36.3.16.175,Enterobacter kobei
DRR199690,914,https://pubmlst.org/ecloacae/,272.3.291.36.3.16.175,Enterobacter kobei
DRR199691,914,https://pubmlst.org/ecloacae/,272.3.291.36.3.16.175,Enterobacter kobei
DRR199693,914,https://pubmlst.org/ecloacae/,272.3.291.36.3.16.175,Enterobacter kobei
DRR199695,914,https://pubmlst.org/ecloacae/,272.3.291.36.3.16.175,Enterobacter kobei
DRR199697,914,https://pubmlst.org/ecloacae/,272.3.291.36.3.16.175,Enterobacter kobei
DRR199698,914,https://pubmlst.org/ecloacae/,272.3.291.36.3.16.175,Enterobacter kobei
DRR199699,914,https://pubmlst.org/ecloacae/,272.3.291.36.3.16.175,Enterobacter kobei
DRR199700,914,https://pubmlst.org/ecloacae/,272.3.291.36.3.16.175,Enterobacter kobei
DRR199702,914,https://pubmlst.org/ecloacae/,272.3.291.36.3.16.175,Enterobacter kobei
DRR199703,914,https://pubmlst.org/ecloacae/,272.3.291.36.3.16.175,Enterobacter kobei
DRR199704,914,https://pubmlst.org/ecloacae/,272.3.291.36.3.16.175,Enterobacter kobei
DRR199705,520,https://pubmlst.org/ecloacae/,41.3.191.207.3.16.114,Enterobacter kobei
DRR199706,133,https://pubmlst.org/ecloacae/,11.4.4.13.39.4.9,Enterobacter hormaechei
DRR199707,bfa2460aff9541ba7ec2687be55ec99796793bd8,https://pubmlst.org/ecloacae/,63.3.58.b08d307ca15b39ed3350e690aea91b036ca6eb0b.77.16.5a20c4544af38e09025a0134eb74ff6c9bf7f230,Enterobacter kobei
DRR199711,166,https://pubmlst.org/ecloacae/,36.39.71.91.49.12.37,Enterobacter roggenkampii
DRR199712,133,https://pubmlst.org/ecloacae/,11.4.4.13.39.4.9,Enterobacter hormaechei
DRR199713,520,https://pubmlst.org/ecloacae/,41.3.191.207.3.16.114,Enterobacter kobei
DRR199715,133,https://pubmlst.org/ecloacae/,11.4.4.13.39.4.9,Enterobacter hormaechei
DRR199725,914,https://pubmlst.org/ecloacae/,272.3.291.36.3.16.175,Enterobacter kobei
DRR199777,99,https://pubmlst.org/ecloacae/,41.3.60.60.63.16.3,Enterobacter kobei
DRR199778,50,https://pubmlst.org/ecloacae/,4.4.4.6.37.4.25,Enterobacter hormaechei
DRR199783,50,https://pubmlst.org/ecloacae/,4.4.4.6.37.4.25,Enterobacter hormaechei
DRR199784,99,https://pubmlst.org/ecloacae/,41.3.60.60.63.16.3,Enterobacter kobei
DRR199787,133,https://pubmlst.org/ecloacae/,11.4.4.13.39.4.9,Enterobacter hormaechei
DRR199796,484,https://pubmlst.org/ecloacae/,26.14.143.191.61.11.89,Enterobacter asburiae
DRR201980,133,https://pubmlst.org/ecloacae/,11.4.4.13.39.4.9,Enterobacter hormaechei
DRR201981,175,https://pubmlst.org/ecloacae/,51.4.4.6.68.30.36,Enterobacter hormaechei
DRR201982,1196,https://pubmlst.org/ecloacae/,4.4.4.6.39.4.39,Enterobacter hormaechei
DRR201983,133,https://pubmlst.org/ecloacae/,11.4.4.13.39.4.9,Enterobacter hormaechei
DRR201984,418,https://pubmlst.org/ecloacae/,53.35.154.44.45.4.6,Enterobacter hormaechei
DRR201985,1196,https://pubmlst.org/ecloacae/,4.4.4.6.39.4.39,Enterobacter hormaechei
DRR201986,78,https://pubmlst.org/ecloacae/,8.9.6.9.9.6.8,Enterobacter hormaechei
DRR201987,133,https://pubmlst.org/ecloacae/,11.4.4.13.39.4.9,Enterobacter hormaechei
DRR201988,78,https://pubmlst.org/ecloacae/,8.9.6.9.9.6.8,Enterobacter hormaechei
DRR201989,78,https://pubmlst.org/ecloacae/,8.9.6.9.9.6.8,Enterobacter hormaechei
DRR201990,78,https://pubmlst.org/ecloacae/,8.9.6.9.9.6.8,Enterobacter hormaechei
DRR201991,93,https://pubmlst.org/ecloacae/,9.4.14.61.37.4.9,Enterobacter hormaechei
DRR201992,133,https://pubmlst.org/ecloacae/,11.4.4.13.39.4.9,Enterobacter hormaechei
DRR201993,78,https://pubmlst.org/ecloacae/,8.9.6.9.9.6.8,Enterobacter hormaechei
DRR201994,175,https://pubmlst.org/ecloacae/,51.4.4.6.68.30.36,Enterobacter hormaechei
DRR201995,78,https://pubmlst.org/ecloacae/,8.9.6.9.9.6.8,Enterobacter hormaechei
DRR201996,78,https://pubmlst.org/ecloacae/,8.9.6.9.9.6.8,Enterobacter hormaechei
DRR201997,78,https://pubmlst.org/ecloacae/,8.9.6.9.9.6.8,Enterobacter hormaechei
DRR201998,118,https://pubmlst.org/ecloacae/,59.40.12.9.67.6.6,Enterobacter hormaechei
DRR201999,78,https://pubmlst.org/ecloacae/,8.9.6.9.9.6.8,Enterobacter hormaechei
DRR202000,484,https://pubmlst.org/ecloacae/,26.14.143.191.61.11.89,Enterobacter asburiae
DRR202001,78,https://pubmlst.org/ecloacae/,8.9.6.9.9.6.8,Enterobacter hormaechei
DRR202003,78,https://pubmlst.org/ecloacae/,8.9.6.9.9.6.8,Enterobacter hormaechei
DRR202005,78,https://pubmlst.org/ecloacae/,8.9.6.9.9.6.8,Enterobacter hormaechei
DRR202006,133,https://pubmlst.org/ecloacae/,11.4.4.13.39.4.9,Enterobacter hormaechei
DRR202007,133,https://pubmlst.org/ecloacae/,11.4.4.13.39.4.9,Enterobacter hormaechei
DRR202008,133,https://pubmlst.org/ecloacae/,11.4.4.13.39.4.9,Enterobacter hormaechei
DRR202009,133,https://pubmlst.org/ecloacae/,11.4.4.13.39.4.9,Enterobacter hormaechei
DRR202010,78,https://pubmlst.org/ecloacae/,8.9.6.9.9.6.8,Enterobacter hormaechei
DRR202011,133,https://pubmlst.org/ecloacae/,11.4.4.13.39.4.9,Enterobacter hormaechei
DRR238793,280,https://pubmlst.org/ecloacae/,3.3.58.37.3.16.17,Enterobacter kobei
DRR245298,133,https://pubmlst.org/ecloacae/,11.4.4.13.39.4.9,Enterobacter hormaechei
DRR245299,133,https://pubmlst.org/ecloacae/,11.4.4.13.39.4.9,Enterobacter hormaechei
DRR245300,133,https://pubmlst.org/ecloacae/,11.4.4.13.39.4.9,Enterobacter hormaechei
DRR245301,133,https://pubmlst.org/ecloacae/,11.4.4.13.39.4.9,Enterobacter hormaechei
DRR245302,133,https://pubmlst.org/ecloacae/,11.4.4.13.39.4.9,Enterobacter hormaechei
DRR245303,133,https://pubmlst.org/ecloacae/,11.4.4.13.39.4.9,Enterobacter hormaechei
DRR245304,133,https://pubmlst.org/ecloacae/,11.4.4.13.39.4.9,Enterobacter hormaechei
DRR245305,133,https://pubmlst.org/ecloacae/,11.4.4.13.39.4.9,Enterobacter hormaechei
DRR247359,133,https://pubmlst.org/ecloacae/,11.4.4.13.39.4.9,Enterobacter hormaechei
DRR252237,a908e205d57c2bb2d266aff439194f895770ae84,https://pubmlst.org/ecloacae/,36.25.37.140.434.12.193,Enterobacter roggenkampii
DRR252239,9ec2d40d6d73f3355d37291aa0fc99258696ec2d,https://pubmlst.org/ecloacae/,36.13f1b0f9f723da9d583a751eb6f03a97f50385a6.36.49.50.12.20,Enterobacter roggenkampii
DRR252240,1403,https://pubmlst.org/ecloacae/,35.25.35.47.189.12.20,Enterobacter roggenkampii
DRR275290,523,https://pubmlst.org/ecloacae/,36.39.192.206.49.12.20,Enterobacter roggenkampii
DRR283416,1578,https://pubmlst.org/ecloacae/,229.14.235.519.98.11.16,Enterobacter asburiae
DRR285169,1576,https://pubmlst.org/ecloacae/,72.278.71.383.160.46.172,Enterobacter roggenkampii
DRR286854,484,https://pubmlst.org/ecloacae/,26.14.143.191.61.11.89,Enterobacter asburiae
DRR334932,252,https://pubmlst.org/ecloacae/,22.15.102.104.101.11.10,Enterobacter asburiae
DRR334933,252,https://pubmlst.org/ecloacae/,22.15.102.104.101.11.10,Enterobacter asburiae
DRR334934,93,https://pubmlst.org/ecloacae/,9.4.14.61.37.4.9,Enterobacter hormaechei
DRR334935,175,https://pubmlst.org/ecloacae/,51.4.4.6.68.30.36,Enterobacter hormaechei
DRR334936,252,https://pubmlst.org/ecloacae/,22.15.102.104.101.11.10,Enterobacter asburiae
DRR334938,252,https://pubmlst.org/ecloacae/,22.15.102.104.101.11.10,Enterobacter asburiae
DRR334939,56,https://pubmlst.org/ecloacae/,42.3.52.37.23.16.3,Enterobacter kobei
DRR334941,175,https://pubmlst.org/ecloacae/,51.4.4.6.68.30.36,Enterobacter hormaechei
DRR334944,346,https://pubmlst.org/ecloacae/,4.89.4.6.37.4.78,Enterobacter hormaechei
DRR334945,312,https://pubmlst.org/ecloacae/,58.4.90.6.39.48.59,Enterobacter hormaechei
DRR334946,182,https://pubmlst.org/ecloacae/,49.20.19.44.90.24.32,Enterobacter hormaechei
ERR1351672,1595,https://pubmlst.org/ecloacae/,171.281.190.168.1.22.113,Enterobacter cloacae
ERR1616016,133,https://pubmlst.org/ecloacae/,11.4.4.13.39.4.9,Enterobacter hormaechei
ERR1616017,50,https://pubmlst.org/ecloacae/,4.4.4.6.37.4.25,Enterobacter hormaechei
ERR1616018,0fd2da0a467767427bbbef66f80f86c03362b7bf,https://pubmlst.org/ecloacae/,e7819aa762b8166ea49dd0864265b1551f062a3f.14.9fccc185cd4ddd4a4dfc27020d38e921a062df47.191.102.11.15,Enterobacter asburiae
ERR1616019,32,https://pubmlst.org/ecloacae/,3.24.3.35.3.16.17,Enterobacter kobei
ERR1616020,104,https://pubmlst.org/ecloacae/,59.40.76.9.70.6.6,Enterobacter hormaechei
ERR1616021,50,https://pubmlst.org/ecloacae/,4.4.4.6.37.4.25,Enterobacter hormaechei
ERR1616022,50,https://pubmlst.org/ecloacae/,4.4.4.6.37.4.25,Enterobacter hormaechei
ERR1616023,133,https://pubmlst.org/ecloacae/,11.4.4.13.39.4.9,Enterobacter hormaechei
ERR1616024,65,https://pubmlst.org/ecloacae/,51.4.21.41.42.4.6,Enterobacter hormaechei
ERR1616025,93,https://pubmlst.org/ecloacae/,9.4.14.61.37.4.9,Enterobacter hormaechei
ERR1616026,656,https://pubmlst.org/ecloacae/,66.4.15.40.57.4.9,Enterobacter hormaechei
ERR1616027,133,https://pubmlst.org/ecloacae/,11.4.4.13.39.4.9,Enterobacter hormaechei
ERR1616028,730,https://pubmlst.org/ecloacae/,37.27.35.126.49.100.26,Enterobacter roggenkampii
ERR1616029,730,https://pubmlst.org/ecloacae/,37.27.35.126.49.100.26,Enterobacter roggenkampii
ERR1616030,102,https://pubmlst.org/ecloacae/,59.9.12.9.67.6.25,Enterobacter hormaechei
ERR1616031,121,https://pubmlst.org/ecloacae/,10.21.9.44.45.4.32,Enterobacter hormaechei
ERR1616032,97,https://pubmlst.org/ecloacae/,59.9.62.9.62.25.6,Enterobacter hormaechei
ERR1616033,148,https://pubmlst.org/ecloacae/,7.8.5.78.45.6.7,Enterobacter hormaechei
ERR1616034,97,https://pubmlst.org/ecloacae/,59.9.62.9.62.25.6,Enterobacter hormaechei
