accession_id,FLUOROQUINOLONE
SRR5336555,gyrA_T86I
SRR6998444,none
SRR6214148,gyrA_T86I
SRR12851899,gyrA_T86I
SRR10321266,none
ERR4224034,gyrA_T86I
SRR13068389,none
SRR14432017,none
SRR17521706,none
SRR18059914,none
ERR1163802,none
SRR18143357,none
SRR10769371,none
SRR3171753,gyrA_T86I
SRR5278877,none
SRR16764848,none
SRR10350767,gyrA_T86I
SRR8256767,none
SRR11858762,none
SRR9902295,none
SRR6988756,gyrA_T86I
SRR8526825,none
SRR12446972,gyrA_T86I
SRR14919920,none
SRR14097931,gyrA_T86I
SRR8420060,none
SRR11833215,none
SRR8389999,none
SRR7888747,none
SRR8795556,gyrA_T86I
SRR8306482,none
SRR8543310,none
SRR17349227,gyrA_T86I
SRR13321665,gyrA_T86I
SRR15744500,none
SRR7879696,none
SRR3140155,gyrA_T86I
SRR7125792,none
ERR1163404,none
SRR11003692,none
SRR13921957,none
SRR6837693,gyrA_T86I
SRR10277529,none
SRR7965936,none
SRR10258043,none
SRR15323726,none
SRR5043246,gyrA_T86I
SRR10096971,none
SRR9962185,none
SRR14800676,none
SRR16465080,none
SRR12774092,none
SRR11714427,gyrA_T86I
SRR10832079,gyrA_T86I
SRR7358398,none
SRR15613572,none
ERR4223988,gyrA_T86I
SRR12672183,gyrA_T86I
SRR11966559,none
SRR13943523,none
SRR11214342,none
SRR8302041,none
SRR8256666,gyrA_T86I
SRR7439612,none
SRR13277888,gyrA_T86I
SRR8314849,none
SRR11471067,none
SRR5582442,gyrA_T86I
SRR13020521,none
SRR12273221,none
SRR2239863,none
SRR17018714,gyrA_T86I
SRR6666470,none
SRR10831354,gyrA_T86I
SRR11919521,none
SRR5526301,gyrA_T86I
SRR6498940,none
SRR5494494,none
ERR4879212,gyrA_T86I
SRR11039208,none
SRR5241730,none
SRR11035016,none
SRR8514954,gyrA_T86I
SRR7521727,none
SRR16219934,none
SRR8756036,none
SRR8650171,gyrA_T86I
SRR10768358,none
SRR14883112,none
SRR5819301,gyrA_T86I
SRR12625742,none
SRR8662758,none
SRR18072299,none
SRR8742120,none
SRR9307773,none
SRR6238481,none
SRR7075000,none
SRR11245130,none
SRR9822914,gyrA_T86I
SRR8816053,gyrA_T86I
SRR1988399,gyrA_T86I
SRR8794294,gyrA_T86I
SRR9010125,none
SRR5043968,none
SRR11048543,none
SRR6793530,gyrA_T86I
SRR18426105,none
SRR9933978,none
ERR1163681,none
SRR9969040,none
SRR12347653,none
SRR7011723,none
ERR2189812,none
SRR3214474,none
SRR16183268,none
SRR11176355,none
SRR6493532,none
SRR8272079,gyrA_T86I
SRR9297277,none
SRR17988520,none
SRR7503788,none
ERR4224553,none
SRR12244427,none
SRR10537564,none
SRR3405527,gyrA_T86I
SRR14619684,gyrA_T86I
SRR17218384,none
SRR9898989,none
SRR15654665,none
SRR11176353,none
SRR18337933,gyrA_T86I
SRR18072760,none
SRR8662771,none
SRR3774370,none
SRR7126419,none
SRR7624333,none
SRR11471379,none
SRR10113210,none
SRR11048531,gyrA_T86I
SRR7788893,none
SRR14679434,none
SRR12781638,gyrA_T86I
SRR10218524,gyrA_T86I
SRR13132405,none
SRR5955241,none
SRR5414388,none
SRR10612128,none
SRR6337385,gyrA_T86I
SRR16038613,gyrA_T86I
SRR8556351,gyrA_T86I
SRR10081713,none
SRR11039234,none
SRR12070276,gyrA_T86I
SRR11110203,none
ERR108392,none
SRR10197479,none
SRR10190435,gyrA_T86I
SRR9732257,gyrA_T86I
SRR16764744,gyrA_T86I
SRR9007393,none
SRR13994904,none
SRR13187412,none
SRR9127610,none
SRR10056848,gyrA_T86I
SRR8662989,none
SRR11557496,gyrA_T86I
SRR13132398,none
SRR14800264,none
SRR7406255,none
SRR13132262,gyrA_T86I
SRR12455501,none
SRR12762484,gyrA_T86I
ERR4879401,gyrA_T86I
SRR6108316,none
SRR5865302,none
SRR7697777,none
SRR11457215,gyrA_T86I
SRR6269739,gyrA_T86I
SRR11544446,gyrA_T86I
SRR8696757,none
SRR9945236,gyrA_T86I
SRR18015671,none
ERR1163814,none
SRR14630948,none
SRR15204017,none
SRR14619654,none
SRR15504515,none
SRR8951415,none
SRR14344218,none
SRR6764256,none
SRR17211005,none
SRR7458060,gyrA_T86I
SRR9643425,none
SRR3479928,gyrA_T86I
SRR8050390,gyrA_T86I
SRR6356271,gyrA_T86I
ERR4223716,gyrA_T86I
SRR7650106,gyrA_T86I
SRR9655646,none
SRR14908153,none
SRR7002034,gyrA_T86I
SRR13790548,none
SRR17608175,none
SRR11681149,none
SRR6380267,none
SRR14918270,none
SRR8439915,gyrA_T86I
SRR14619656,gyrA_T86I
SRR10013481,none
SRR12774095,gyrA_T86I
SRR17192106,none
SRR6424826,none
SRR14267612,none
SRR13560572,none
SRR17023804,none
SRR8574994,gyrA_T86I
SRR12782928,gyrA_T86I
SRR11521765,none
SRR12321117,none
SRR6313825,none
SRR9010081,none
SRR5139824,none
ERR1163783,none
SRR9962671,none
SRR3479933,none
SRR6261966,none
SRR8529226,none
SRR7126901,none
SRR6108359,none
SRR10698083,gyrA_T86I
SRR8280823,gyrA_T86I
SRR18533723,none
SRR10957059,gyrA_T86I
SRR12487275,gyrA_T86I
SRR7367176,none
SRR6261983,none
SRR13666959,none
SRR8662893,none
SRR17964888,none
SRR7497122,gyrA_T86I
SRR10096972,none
SRR13581271,none
SRR16816853,none
SRR10502051,none
SRR7172928,none
SRR12851950,gyrA_T86I
SRR6289027,none
SRR14240216,none
SRR10466056,none
SRR12788366,none
SRR9886575,none
SRR13362766,none
SRR8360372,none
SRR5043957,gyrA_T86I
SRR14255175,none
SRR6260844,none
SRR10698066,none
SRR7406229,none
SRR12018493,none
SRR12070219,gyrA_T86I
SRR8268617,gyrA_T86I
SRR8515016,none
SRR10734207,none
SRR14324338,gyrA_T86I
ERR1163482,none
SRR6703699,gyrA_T86I
SRR14128225,none
SRR5139997,none
SRR12070107,gyrA_T86I
SRR8635349,none
SRR12319428,none
SRR13244882,gyrA_T86I
SRR15323694,none
SRR8543248,none
SRR13005133,none
SRR13571491,none
SRR16053795,none
SRR10698062,gyrA_T86I
SRR10530290,none
SRR11347101,none
SRR6498930,none
SRR11789513,none
SRR13247905,none
SRR12955163,gyrA_T86I
SRR5005403,none
SRR14631561,none
SRR10286992,none
SRR7406226,none
SRR8302092,none
SRR5890886,none
SRR9942734,gyrA_T86I
SRR11544796,none
SRR7135003,none
SRR8723330,none
SRR7503593,none
SRR12070270,none
SRR5429480,none
SRR12472210,gyrA_T86I
SRR9007509,gyrA_T86I
SRR12072100,none
SRR7083215,none
SRR10537554,none
SRR11858640,none
SRR8861458,gyrA_T86I
SRR12375790,none
SRR7635104,none
SRR16207021,none
SRR6916758,none
SRR10212948,none
SRR14094653,gyrA_T86I
SRR13421133,none
SRR7012236,none
ERR083893,gyrA_T86I
ERR4223945,none
SRR17085212,gyrA_T86I
SRR13738017,none
SRR6155249,gyrA_T86I
SRR14286421,gyrA_T86I
SRR7659292,none
SRR5152205,none
SRR7465510,gyrA_T86I
SRR5754155,gyrA_T86I
SRR18319594,none
SRR10119163,none
SRR9856889,none
SRR18053686,none
ERR4667713,gyrA_T86I
SRR10503779,gyrA_T86I
SRR12244429,none
SRR9942644,none
SRR6793673,gyrA_T86I
SRR11999475,gyrA_T86I
SRR11176410,none
SRR5424831,none
SRR11085340,none
SRR4175497,none
SRR6373477,gyrA_T86I
SRR14577695,none
SRR5414447,gyrA_T86I
SRR13350155,none
SRR13998216,gyrA_T86I
SRR12070144,none
SRR14718514,gyrA_T86I
SRR9030859,none
SRR17210098,none
SRR16219976,none
SRR6843300,gyrA_T86I
SRR8839820,gyrA_T86I
SRR6160553,none
SRR7288551,none
SRR10200146,none
SRR13132424,none
ERR1163392,gyrA_T86I
SRR4125011,gyrA_T86I
SRR10424235,none
SRR7503805,none
SRR9942709,gyrA_T86I
SRR17608073,gyrA_T86I
SRR3611579,gyrA_T86I
SRR9045631,none
SRR10224750,none
SRR11521705,none
SRR10537928,none
SRR9417513,none
SRR15321216,none
SRR6445055,none
SRR12983255,none
SRR8481837,none
SRR10138274,none
SRR12070074,none
SRR14369762,none
ERR1163569,none
SRR6398601,none
SRR6155217,gyrA_T86I
SRR1988321,gyrA_T86I
SRR10530289,none
SRR10350809,none
SRR7521538,none
SRR12686299,none
SRR8280813,gyrA_T86I
SRR11521708,gyrA_T86I
SRR16263599,none
SRR18015670,gyrA_T86I
SRR9895570,gyrA_T86I
SRR9010158,none
SRR13245118,gyrA_T86I
SRR10006850,gyrA_T86I
SRR8074972,none
SRR9326363,none
SRR8252768,none
SRR3196144,none
SRR10689889,none
SRR5170905,none
SRR10918644,gyrA_T86I
SRR9642710,none
SRR5970533,none
SRR7521569,gyrA_T86I
SRR18021487,none
SRR16465415,gyrA_T86I
SRR7698009,gyrA_T86I
SRR17085225,none
SRR11879342,none
SRR15216115,none
SRR10020007,gyrA_T86I
SRR9284728,gyrA_T86I
SRR10082296,none
SRR11549089,none
SRR13436432,none
ERR4879206,gyrA_T86I
SRR9895393,gyrA_T86I
SRR3947397,gyrA_T86I
SRR18053681,none
SRR14324327,gyrA_T86I
SRR11616571,none
SRR5875213,gyrA_T86I
SRR6236487,none
SRR13277873,gyrA_T86I
ERR4223908,none
SRR9289374,none
SRR5414893,none
SRR8556341,none
SRR13436882,none
SRR13849877,none
SRR9934263,none
SRR8951440,none
SRR14744459,gyrA_T86I
SRR10013483,none
SRR18338000,none
SRR6238472,none
SRR5423612,none
SRR13245120,gyrA_T86I
SRR9993706,none
SRR7011948,none
SRR12267328,none
SRR10200140,none
SRR12273223,none
SRR3185982,none
SRR11245192,none
SRR12852069,none
SRR5019864,none
SRR5423606,none
SRR10399297,none
SRR6929969,gyrA_T86I
SRR18163699,none
SRR10537973,none
SRR14513403,none
ERR3798853,gyrA_T86I
SRR3138534,gyrA_T86I
SRR11654291,gyrA_T86I
SRR5448589,none
SRR5005398,none
ERR1163572,none
SRR8731295,none
SRR15323808,none
SRR11452567,none
SRR7810076,gyrA_T86I
SRR13245189,gyrA_T86I
SRR13005033,gyrA_T86I
SRR14883130,none
SRR11833217,none
SRR10235692,none
SRR2175370,gyrA_T86I
SRR13221777,none
SRR12852032,gyrA_T86I
SRR8420068,none
SRR10987398,gyrA_T86I
SRR5905265,none
SRR10400245,none
SRR17721944,gyrA_T86I
SRR7051478,none
SRR6493526,gyrA_T86I
SRR8356814,none
SRR6498928,gyrA_T86I
SRR7063162,none
SRR10537810,none
SRR7128398,none
SRR10277530,none
SRR14999917,none
SRR6819633,none
SRR13362779,gyrA_T86I
SRR7521742,none
SRR11015101,none
SRR11616570,none
SRR6793654,none
SRR11573946,gyrA_T86I
SRR15194632,none
SRR10537996,none
SRR12852006,none
SRR8280815,none
SRR9729478,gyrA_T86I
SRR12564258,gyrA_T86I
SRR8933071,none
SRR8662789,gyrA_T86I
SRR6667972,gyrA_T86I
SRR14073861,none
SRR8291092,none
SRR16378466,gyrA_T86I
SRR7767550,none
SRR11928466,none
SRR7446996,none
SRR12386274,none
SRR17218298,none
SRR6930609,none
ERR2189878,none
SRR12781649,none
SRR3214472,gyrA_T86I
SRR7267527,none
SRR10010871,none
SRR7903196,none
SRR8839807,gyrA_T86I
SRR6973090,none
SRR14103686,none
SRR11600358,none
SRR9603452,gyrA_T86I
SRR15293488,none
SRR12487256,none
SRR13614572,gyrA_T86I
SRR9651942,none
SRR9699541,gyrA_T86I
SRR12579444,none
SRR8942338,gyrA_T86I
SRR3297738,none
SRR14883146,none
SRR12781711,none
SRR8606606,none
SRR4453680,none
SRR12362457,gyrA_T86I
SRR11680771,none
SRR3350895,none
SRR7528380,none
SRR5121024,none
SRR10222557,none
SRR10010872,gyrA_T86I
SRR10166465,none
SRR8255875,none
SRR13633157,none
SRR8944920,none
SRR9289389,gyrA_T86I
SRR10824150,none
SRR6761131,none
SRR12112596,gyrA_T86I
SRR16764945,gyrA_T86I
SRR5861859,gyrA_T86I
SRR12212774,none
SRR13125965,none
SRR8385478,none
SRR10815616,none
SRR9670804,none
SRR10870242,gyrA_T86I
SRR18072298,none
SRR9289367,gyrA_T86I
SRR7126393,none
SRR9096010,none
SRR8252744,none
SRR11268175,none
SRR6493525,gyrA_T86I
SRR6446746,none
SRR12321123,gyrA_T86I
SRR11236791,none
SRR12072129,none
SRR6659190,gyrA_T86I
SRR7051496,none
SRR7879685,gyrA_T86I
SRR8550560,gyrA_T86I
SRR10218674,none
SRR12851944,gyrA_T86I
SRR5470865,none
SRR11252521,none
SRR12389149,none
SRR6668010,none
SRR8182345,gyrA_T86I
SRR9902396,none
SRR7543324,none
SRR11085337,gyrA_T86I
SRR16578909,none
SRR5970432,none
SRR8595512,none
SRR7695531,none
SRR9934260,gyrA_T86I
SRR12277076,none
SRR10911076,none
SRR14478913,none
SRR16207024,none
SRR7503675,gyrA_T86I
SRR9993882,gyrA_T86I
SRR13921917,none
SRR8306480,gyrA_T86I
SRR10698084,none
SRR15914070,none
SRR10026343,none
SRR6844303,none
SRR3214708,none
SRR18299377,gyrA_T86I
SRR6108113,none
SRR4048549,none
SRR15667804,none
SRR11459615,none
SRR6108503,none
SRR6155546,none
SRR6973750,none
SRR10708451,none
SRR6261912,none
SRR10967948,gyrA_T86I
SRR12887517,none
SRR13049346,gyrA_T86I
SRR12389150,none
SRR6398781,none
SRR6356183,none
SRR7911542,none
SRR12092075,none
SRR8514956,none
SRR11039235,none
SRR8136391,gyrA_T86I
SRR18142607,gyrA_T86I
SRR13252203,none
SRR15054182,none
SRR8933047,gyrA_T86I
SRR5683997,none
SRR14630953,none
SRR7543327,gyrA_T86I
SRR13005073,none
SRR8434451,none
SRR10286967,none
SRR5005393,none
SRR7525347,none
SRR18298570,gyrA_T86I
SRR8301973,none
SRR11654300,gyrA_T86I
SRR3091811,none
SRR14482383,none
SRR8942620,gyrA_T86I
SRR18390818,none
SRR7348704,gyrA_T86I
SRR8286382,gyrA_T86I
SRR5414578,none
SRR17988525,gyrA_T86I
SRR13321195,none
SRR5712099,gyrA_T86I
SRR7739693,gyrA_T86I
SRR8839751,none
SRR12070211,none
SRR7128387,none
SRR10026088,gyrA_T86I
SRR8996098,gyrA_T86I
SRR6950084,gyrA_T86I
SRR10384597,none
SRR18053691,none
SRR7009056,gyrA_T86I
SRR6261971,none
ERR084085,none
SRR7697865,gyrA_T86I
SRR10824148,none
SRR8075002,none
SRR5712074,none
SRR5183877,gyrA_T86I
SRR10250589,none
SRR17988517,none
ERR2986664,gyrA_T86I
SRR9992435,none
SRR17521727,none
SRR6745685,none
SRR13111138,none
SRR11003698,gyrA_T86I
SRR9900530,none
SRR6767613,none
SRR11615749,none
SRR10575031,none
SRR6339992,gyrA_T86I
SRR3140078,none
SRR10129543,none
SRR6517600,none
SRR5448591,gyrA_T86I
SRR6261988,none
SRR5409358,none
SRR3321654,gyrA_T86I
SRR10049792,none
SRR12347656,none
SRR8987639,none
SRR14690852,gyrA_T86I
SRR7125791,none
SRR10530285,none
SRR5685219,none
SRR10397406,gyrA_T86I
SRR13436881,gyrA_T86I
SRR15248072,gyrA_T86I
SRR10537486,none
SRR7949846,none
ERR1163436,none
SRR5970070,none
SRR5925246,gyrA_T86I
SRR11362279,none
SRR5414540,none
SRR10053534,gyrA_T86I
SRR5861831,none
SRR11991487,none
SRR17621444,gyrA_T86I
SRR10053594,gyrA_T86I
SRR12828236,gyrA_T86I
SRR6269787,none
SRR14682982,none
SRR13921940,none
SRR18299204,none
SRR14743451,gyrA_T86I
SRR7465556,none
SRR17338289,none
SRR6659234,gyrA_T86I
SRR7692141,none
SRR14699476,none
SRR6439798,none
ERR2189905,none
SRR10082316,none
SRR5170915,none
SRR9895219,none
SRR7551193,none
SRR7125678,none
SRR16761439,none
SRR8514992,none
SRR16563260,gyrA_T86I
SRR11574818,none
SRR8492069,none
SRR9417527,gyrA_T86I
SRR6904942,gyrA_T86I
SRR10822772,none
SRR14286432,none
SRR13187166,none
SRR8991449,gyrA_T86I
SRR10061450,none
SRR16816846,gyrA_T86I
SRR8723188,none
SRR11236796,none
SRR9652208,none
ERR4224197,gyrA_T86I
SRR8699393,none
SRR9648150,gyrA_T86I
SRR5345359,gyrA_T86I
SRR8663032,gyrA_T86I
SRR13921916,none
SRR8543216,none
SRR12826256,gyrA_T86I
SRR7500580,none
SRR11352850,gyrA_T86I
ERR1163439,none
SRR10038007,none
SRR9942917,none
SRR15176830,none
SRR17115195,gyrA_T86I
SRR6743207,gyrA_T86I
SRR8592656,gyrA_T86I
SRR15245967,none
SRR10060619,gyrA_T86I
SRR6495233,none
SRR13586132,none
SRR7692127,none
SRR7074989,gyrA_T86I
SRR11176399,none
SRR8302108,none
SRR9877521,gyrA_T86I
ERR1753537,gyrA_T86I
SRR9934145,none
SRR7543340,none
SRR10026243,none
SRR13221769,none
SRR11550490,gyrA_T86I
SRR12472132,none
SRR9942796,gyrA_T86I
SRR16761436,none
SRR10435231,none
SRR8302024,none
SRR8298564,gyrA_T86I
SRR8592659,gyrA_T86I
SRR10537573,gyrA_T86I
SRR9172074,none
SRR17019673,gyrA_T86I
SRR11629933,none
SRR11085353,none
SRR15194627,none
SRR5646880,none
SRR10537464,none
SRR7946231,none
SRR8662996,none
SRR11268269,none
SRR16994536,gyrA_T86I
SRR10537748,none
SRR17688716,none
SRR18339708,gyrA_T86I
SRR17218260,gyrA_T86I
SRR5137106,none
SRR10126619,none
SRR11749471,gyrA_T86I
SRR15323671,none
SRR16996323,gyrA_T86I
SRR7697795,none
SRR9899067,gyrA_T86I
ERR1163684,none
SRR10503760,none
SRR7820559,none
SRR3145093,none
SRR13666908,none
SRR17023824,gyrA_T86I
SRR13350158,none
SRR10574890,none
SRR5451750,none
SRR6398636,none
SRR3066583,none
SRR7010335,none
SRR10186954,none
SRR7138683,none
SRR10071656,none
SRR8942605,gyrA_T86I
SRR9417505,none
SRR11544449,gyrA_T86I
SRR18122732,none
SRR9289497,gyrA_T86I
SRR5962612,none
SRR12387719,none
SRR3611669,none
SRR8595531,gyrA_T86I
SRR11615617,none
SRR12670093,none
SRR9139787,none
SRR9171508,gyrA_T86I
SRR6388434,gyrA_T86I
SRR12104657,none
SRR13187158,none
SRR9993733,gyrA_T86I
SRR9648171,none
SRR13649659,none
SRR6398698,none
SRR10218653,none
SRR7698007,gyrA_T86I
SRR11452579,gyrA_T86I
SRR15054226,gyrA_T86I
SRR10503782,none
SRR11654318,gyrA_T86I
SRR8942341,gyrA_T86I
SRR10011157,none
SRR8356805,gyrA_T86I
SRR6443379,none
SRR9675970,none
SRR13238494,none
SRR6652911,none
SRR15744504,none
SRR12070257,gyrA_T86I
SRR7635059,gyrA_T86I
SRR10011181,gyrA_T86I
SRR10398723,none
SRR10082306,none
SRR12070139,gyrA_T86I
SRR5815732,gyrA_T86I
ERR1163486,none
SRR15054190,none
SRR16207025,none
SRR5423629,none
SRR9969065,gyrA_T86I
SRR8272065,none
ERR1163635,none
SRR11654315,none
SRR5195863,none
SRR8543226,none
ERR2986728,gyrA_T86I
ERR4224700,none
SRR15054225,gyrA_T86I
SRR10026248,gyrA_T86I
ERR4223942,none
SRR10698102,gyrA_T86I
SRR8632818,gyrA_T86I
SRR10050030,gyrA_T86I
SRR18123528,none
SRR10011268,none
SRR13565418,gyrA_T86I
SRR3171765,gyrA_T86I
SRR9823018,none
SRR12389168,gyrA_T86I
SRR16219960,none
SRR9307767,none
SRR11879323,none
SRR18533851,gyrA_T86I
SRR14326182,none
SRR16089312,gyrA_T86I
SRR8723098,none
SRR10517472,none
SRR10018989,gyrA_T86I
SRR9962597,none
ERR4223794,gyrA_T86I
SRR10210198,none
SRR7624198,gyrA_T86I
SRR9010184,none
SRR6498926,gyrA_T86I
SRR7903587,none
SRR16465119,gyrA_T86I
SRR13187429,gyrA_T86I
SRR9989730,gyrA_T86I
SRR12070229,none
SRR10222540,gyrA_T86I
SRR7125590,none
SRR12073498,none
SRR13866699,none
SRR8110734,none
ERR7059367,gyrA_T86I
SRR9284599,none
SRR5877151,none
SRR15054105,none
SRR12594487,none
ERR1163464,none
SRR17180974,none
SRR13080512,gyrA_T86I
SRR10045187,none
SRR17915420,gyrA_T86I
SRR10575025,gyrA_T86I
SRR5423630,gyrA_T86I
SRR10447202,none
SRR5990265,none
SRR10321265,none
SRR13245220,none
SRR6764264,gyrA_T86I
SRR8248722,gyrA_T86I
SRR6855525,none
SRR5876888,none
SRR10537611,none
SRR11351661,none
SRR10612288,gyrA_T86I
SRR12851966,none
SRR10037993,gyrA_T86I
SRR8543246,none
SRR14295626,none
SRR9284621,gyrA_T86I
SRR6677842,none
SRR15782976,gyrA_T86I
SRR8832590,gyrA_T86I
SRR16264619,gyrA_T86I
SRR11615317,none
SRR8996073,none
SRR11459590,none
SRR10050035,gyrA_T86I
SRR6451409,none
SRR8816054,none
SRR13362786,gyrA_T86I
SRR11311764,none
ERR2190116,none
SRR10026098,none
SRR7624280,gyrA_T86I
ERR4879207,gyrA_T86I
SRR9822297,gyrA_T86I
SRR4453631,none
ERR2190168,none
SRR10257448,gyrA_T86I
SRR17407504,none
SRR12493224,none
SRR18539011,gyrA_T86I
SRR11069634,none
SRR18533725,none
SRR10612165,none
SRR8791345,none
SRR10446472,none
SRR6377523,gyrA_T86I
SRR11653841,gyrA_T86I
SRR11991478,none
SRR7661171,none
SRR6160565,none
SRR2889313,none
SRR11901878,none
ERR1163472,none
SRR8991280,gyrA_T86I
SRR4283841,none
SRR11544367,none
SRR6445082,none
SRR7903581,none
SRR7906765,none
SRR10119157,none
SRR8170187,gyrA_T86I
SRR10068075,none
SRR13277911,none
SRR9877421,none
SRR12070174,none
SRR17984660,none
SRR13764489,none
SRR11272908,none
SRR11521789,none
SRR8910222,none
SRR18328326,none
SRR10172964,gyrA_T86I
SRR16562189,gyrA_T86I
SRR9609606,none
SRR13187422,none
SRR15496105,none
SRR6743228,gyrA_T86I
SRR9974690,none
SRR7192203,gyrA_T86I
SRR10423362,gyrA_T86I
SRR9066789,none
SRR7739703,none
SRR18072765,none
SRR13374114,none
SRR3402098,none
SRR8356819,none
SRR15100311,none
SRR12849118,none
SRR8723175,none
ERR1163702,gyrA_T86I
SRR11351667,none
SRR9648145,none
SRR6843207,none
SRR9962647,none
