accession_id,FLUOROQUINOLONE
SRR6898424,none
SRR6973786,gyrA_D87N
SRR10386721,gyrA_D87Y
SRR2193688,none
SRR5380986,none
SRR1709600,none
SRR10235699,none
SRR16237238,gyrA_D87Y
SRR5714418,none
SRR8269068,none
SRR5122515,none
SRR7867206,none
SRR17848385,none
SRR3933666,gyrA_D87N
SRR5216580,none
SRR12698155,none
SRR13176966,none
SRR13827043,none
SRR15972097,gyrA_D87Y
SRR15096302,none
SRR4017862,none
ERR2193180,none
SRR13856217,none
SRR13790799,none
SRR1960384,none
ERR235184,none
SRR5219440,none
SRR8568456,none
SRR8490834,none
SRR5216566,none
SRR5193666,none
SRR5819768,none
SRR5412404,none
SRR6898450,gyrA_S83Y
SRR7471145,none
SRR6919228,none
SRR3295511,none
SRR8738375,gyrA_D87Y
SRR5216535,gyrA_S83Y
SRR6918312,none
SRR10574368,gyrA_D87Y
SRR6335206,none
SRR10326285,gyrA_S83Y
SRR3323117,none
SRR3049818,none
SRR4101374,none
ERR369380,none
SRR11362169,gyrA_S83Y
SRR5501088,none
SRR5684030,none
SRR6468434,none
SRR6351093,none
SRR1958671,none
SRR6919792,gyrA_D87Y
SRR14029540,none
SRR3286614,none
SRR1649577,none
SRR7890380,gyrA_D87Y
SRR13193900,none
ERR2116711,none
SRR1969684,none
SRR15357281,none
SRR5215894,none
ERR2193134,none
SRR2015076,gyrA_S83Y
SRR1968584,none
SRR5819784,none
SRR2831448,none
SRR2102499,none
SRR17893211,none
SRR15369476,none
SRR5219524,none
SRR8788794,qnrB19
SRR8754459,gyrA_S83Y
SRR14460642,none
SRR1612316,none
SRR6919916,gyrA_S83Y
SRR8515750,gyrA_D87Y
SRR9287458,none
ERR317027,none
SRR6922758,none
SRR6325173,none
SRR5193182,none
SRR7533398,gyrA_S83Y
SRR6900499,gyrA_S83Y
SRR11791568,none
ERR653998,none
SRR7284472,none
SRR5945537,none
SRR1645351,none
SRR7285935,none
SRR13430521,none
SRR6919140,none
SRR7358925,none
SRR7480125,none
SRR1910372,gyrA_D87N;gyrA_S83F
SRR6897867,none
SRR7842685,gyrB_E466D
SRR5220864,none
SRR6920013,none
SRR3571790,none
SRR3151854,none
SRR6927025,gyrA_D87N
SRR3286613,gyrA_D87Y
SRR3098645,none
SRR5488966,none
SRR9968544,none
SRR6919783,none
ERR369369,none
SRR6924086,none
SRR12298351,none
SRR5443743,none
SRR13665111,none
SRR3664947,none
SRR16054235,none
SRR6922683,gyrA_D87N
SRR15409962,none
SRR1258613,none
SRR1968990,gyrA_D87N
SRR5220625,gyrA_D87Y
SRR13320920,none
SRR13785654,qnrB19
SRR5216099,none
SRR6289949,gyrA_D87G
SRR1695761,none
SRR5216600,none
SRR13785545,gyrB_E466D
SRR13202772,none
SRR6897980,none
SRR1645582,none
SRR8943402,none
SRR8548721,gyrA_D87G
SRR1969113,none
SRR6901088,none
SRR15210752,none
SRR12628620,none
SRR14284277,none
SRR13764631,none
SRR8177074,gyrA_D87N
SRR17535694,none
SRR15043719,aac(6')-Ib-cr5
SRR6919162,none
SRR1187608,none
SRR15299831,none
SRR5220639,none
SRR12770182,gyrA_D87N
SRR10254326,gyrA_D87N
SRR13143539,none
SRR5216414,gyrA_S83Y
SRR3182552,none
SRR5585195,qnrB19
SRR14574472,gyrA_D87G
SRR3312312,none
SRR10582730,none
SRR6019719,none
SRR13415004,none
SRR10019173,gyrA_D87Y
SRR11616609,none
SRR5632231,none
SRR14216058,gyrA_D87N
SRR15210749,none
SRR14253062,none
SRR1187422,none
SRR10036933,none
SRR7056101,none
SRR13209779,none
SRR14998829,none
SRR5193888,none
SRR2015064,none
SRR14466720,none
SRR10177316,none
SRR5194274,none
SRR3295507,none
SRR10435115,gyrA_D87Y
SRR7458099,none
SRR5194008,none
SRR1175785,none
SRR7402364,none
SRR5584695,gyrA_D87N
SRR1973711,none
SRR1379737,none
SRR5194088,none
SRR7777160,gyrA_D87Y
SRR6921903,none
SRR6901031,qnrB19;aac(6')-Ib-cr5
SRR10018283,none
SRR5501098,none
SRR14344227,none
SRR5132812,none
SRR1036445,none
SRR6039097,none
SRR1379747,none
SRR5581636,none
SRR5291658,none
SRR5216203,none
SRR3210395,gyrA_D87N
SRR17332662,gyrA_D87G
SRR6614960,qnrB19
SRR9287764,none
SRR7123219,none
SRR13933725,none
SRR7890472,none
SRR8551927,none
SRR3732278,none
SRR1187603,gyrA_D87N;gyrA_S83F
SRR17487640,gyrA_D87Y
SRR6919178,gyrA_D87N
SRR7828501,none
SRR9122661,none
SRR1973698,none
SRR1635072,none
SRR6920469,gyrA_D87N
SRR10011429,none
SRR6377195,none
SRR7962251,none
SRR1963455,none
SRR5121498,none
SRR1973712,none
SRR5864305,none
SRR1960095,none
SRR5659689,none
ERR653290,none
SRR5215765,none
SRR15972093,gyrA_D87Y
SRR9849824,none
SRR13203019,none
SRR5216100,none
SRR6424846,none
SRR5921514,none
SRR8724687,none
SRR1910374,gyrA_D87N;gyrA_S83F
SRR3049691,none
SRR8490763,gyrA_D87Y
SRR6919771,none
SRR6300193,none
SRR7884528,none
SRR1967192,none
SRR5220886,none
SRR6901161,none
SRR1947012,none
SRR1576244,none
ERR653303,none
SRR12282412,gyrA_S83Y
SRR6133723,none
SRR6967767,gyrA_D87G
SRR6243567,none
SRR14050130,none
SRR10968205,none
SRR6373499,none
SRR6899378,none
SRR8647329,none
SRR7884696,none
SRR1959396,none
SRR10968203,none
SRR5193910,none
SRR10758620,none
SRR5160295,gyrA_D87N
SRR10232130,none
SRR10810735,gyrA_S83Y
SRR13094215,none
SRR10100119,none
SRR4063741,none
SRR6921928,none
SRR1029929,none
SRR8774539,none
SRR15424524,gyrA_D87Y
SRR5908517,none
SRR1966133,none
SRR7879472,gyrA_D87N
SRR12177362,gyrA_S83Y
ERR235189,none
SRR1969151,none
SRR3547960,none
SRR12775701,none
SRR7126171,none
SRR6703793,gyrA_D87N
SRR14255405,none
SRR2035447,gyrA_D87N
SRR1183788,none
SRR7521537,none
SRR6900456,none
SRR7532784,none
SRR10667046,none
SRR13202976,gyrA_D87N
SRR6879831,gyrA_D87N
SRR1966568,none
SRR5105397,none
SRR5888500,none
SRR6918885,gyrA_S83Y
SRR5220521,none
SRR13785547,none
SRR7310356,gyrA_S83Y
SRR7469039,gyrA_S83F
SRR1379746,none
SRR7873865,gyrA_D87Y
SRR9088913,none
SRR11147309,gyrA_D87Y
SRR6899259,none
SRR8172835,gyrA_D87G
SRR13415007,none
SRR2192235,none
SRR1959226,none
SRR5935678,none
SRR13964536,none
SRR10139609,gyrA_D87Y
SRR5152071,none
SRR7879676,none
SRR1576101,none
SRR9699294,none
SRR6898832,gyrA_D87G
ERR369356,gyrA_D87N
SRR5216625,none
SRR12177359,gyrA_S83Y
SRR6133720,none
SRR12495641,gyrA_D87Y
SRR2072692,none
SRR9287719,gyrA_S83Y
SRR14239743,none
SRR2015087,none
SRR7885244,none
SRR7501036,none
SRR1198919,none
SRR16100686,none
SRR14029524,none
SRR2748709,none
SRR8636255,gyrA_S83Y
SRR14091202,gyrA_D87Y
SRR5220854,none
ERR5750954,none
SRR7841517,none
SRR5582066,none
SRR3990984,gyrA_D87N
SRR5632987,none
SRR16993460,none
SRR15323639,none
SRR7850565,none
SRR13290178,gyrA_S83Y
ERR5750963,gyrA_S83F
SRR5680983,none
SRR3049170,none
SRR14083563,none
SRR9050642,none
SRR5053021,none
SRR13530612,none
SRR12568882,gyrA_D87Y
SRR5194253,none
SRR14615984,none
SRR5216134,none
SRR13761570,none
SRR13394380,none
SRR1967945,none
SRR1427099,none
SRR8503792,none
SRR6900896,none
SRR1187439,none
SRR1958373,none
SRR9109780,gyrB_E466D
SRR6132076,none
SRR9989229,gyrA_S83Y
SRR13222029,none
SRR18487353,none
SRR11832403,none
SRR5220621,none
SRR5850219,gyrA_D87Y
SRR9115217,gyrA_S83Y
SRR7653414,none
SRR5060618,none
SRR5126112,gyrA_D87N
SRR5274842,none
ERR235346,none
SRR6158097,none
SRR5220198,none
SRR5193749,qnrB19
SRR7501339,none
SRR6125312,none
SRR3001747,none
SRR13700416,none
SRR6750579,none
SRR14215691,qnrB19
SRR13784860,none
SRR15334814,gyrA_S83Y
SRR13784850,none
SRR11068470,none
SRR5220649,none
SRR5441560,none
SRR6919220,none
SRR7359066,none
SRR5632211,none
SRR14857224,none
SRR7444144,gyrA_S83Y
SRR12583660,gyrA_D87N
SRR5429818,none
SRR15043788,none
SRR3743946,none
SRR14009194,gyrA_D87Y
SRR6924060,gyrA_D87Y
SRR13128510,none
SRR8523782,none
SRR8706093,gyrA_D87Y
SRR5219486,none
SRR4450003,none
SRR14998840,none
SRR7523164,none
SRR10096408,none
SRR8758322,none
SRR10018234,gyrA_D87Y
SRR12980300,none
SRR7962184,none
SRR3049177,gyrA_D87N
SRR6243465,none
SRR8936163,gyrA_S83Y
SRR14273354,none
SRR10221952,none
SRR16765597,none
SRR14002359,none
SRR5193282,none
SRR1960232,gyrA_D87Y
SRR8509046,none
SRR8300443,none
SRR7289143,none
SRR2002724,none
SRR13145379,none
SRR15844907,gyrA_S83Y
SRR1959479,none
SRR2187695,none
SRR5220557,none
SRR5632246,none
SRR15409870,none
SRR6900713,none
SRR7867148,none
SRR9719527,gyrA_S83Y
SRR1036451,none
SRR5216245,none
SRR10232162,none
SRR1969932,none
SRR8556309,none
SRR6918584,none
SRR12770148,none
SRR13811803,gyrB_E466D
SRR5215633,none
SRR7475501,none
SRR5127029,none
SRR13530629,none
SRR10222144,none
SRR10915091,gyrA_D87Y
SRR3417498,none
SRR5714983,none
SRR14897824,none
SRR1968417,none
ERR2861361,none
SRR10294375,none
SRR5220289,gyrA_D87N
SRR12823088,none
ERR5750950,none
SRR6475559,none
SRR10120315,none
SRR3898617,none
SRR13934528,none
SRR14028675,none
SRR5193259,none
SRR5216180,none
SRR5219470,none
SRR3206638,none
SRR6899355,none
SRR5220947,none
SRR6703642,none
SRR2891608,none
SRR6922608,gyrA_S83Y
SRR1183817,none
SRR6924169,gyrA_D87Y
SRR5583822,none
SRR13202937,none
SRR10763986,none
SRR5193596,none
SRR9595245,none
SRR1969031,gyrA_D87Y
SRR6351062,none
SRR6920463,gyrA_S83Y
SRR5740038,none
SRR13856882,gyrA_D87Y
SRR11430458,gyrA_D87Y
SRR1521595,none
SRR14606422,none
SRR5126984,none
SRR6900670,none
SRR1183786,none
SRR9961989,none
SRR12470502,none
SRR8131538,none
ERR317041,none
SRR1966893,none
SRR9921278,none
SRR6898406,gyrA_D87N
SRR6870038,none
SRR1965042,none
SRR7777217,none
SRR8118186,none
SRR6900863,none
SRR6918348,none
SRR5194333,none
SRR9054504,gyrA_D87Y
SRR1635065,none
SRR6793583,none
SRR6132114,gyrA_D87N
SRR6920008,none
SRR6350981,none
SRR9961999,none
SRR11035385,qnrB19
SRR6766148,none
SRR3457709,none
SRR10011437,gyrA_S83Y
SRR7284412,gyrA_D87Y
SRR3321878,none
SRR6897182,gyrA_D87N
SRR7289036,none
SRR5110766,none
SRR6900504,none
SRR7343356,none
SRR6919713,none
SRR10198900,none
SRR10467025,gyrA_D87Y
SRR16291903,none
SRR1958329,none
ERR5750941,none
SRR1969732,none
SRR8369292,none
SRR10019070,none
SRR10198941,none
SRR5632203,none
SRR6126811,none
SRR12091960,gyrA_S83Y
SRR6898860,none
SRR9720428,gyrA_D87Y
SRR7903591,none
SRR5947617,none
SRR8293806,none
SRR6901190,none
SRR6920591,gyrA_D87G
SRR9274368,gyrA_D87Y
SRR7408363,none
SRR6192624,none
SRR1569619,none
SRR3392801,none
SRR7879613,none
SRR6908073,none
SRR15843300,gyrA_S83Y
SRR6918616,gyrA_S83F
SRR8767317,none
SRR8503958,none
SRR6350812,none
SRR10245678,none
SRR3932960,none
SRR5584008,gyrA_D87N
SRR7292771,none
ERR1815680,none
SRR5193646,none
SRR13649859,none
SRR5081470,none
SRR3330246,none
SRR5219491,none
SRR5193295,none
SRR14049359,none
SRR10229748,gyrA_D87Y
SRR8943399,none
SRR6924109,gyrA_D87Y
SRR11772727,none
SRR5060634,none
SRR15425454,gyrA_D87Y
SRR17646411,none
SRR8503796,gyrA_S83Y
SRR13203001,none
SRR5220842,none
SRR8509114,none
SRR7480299,none
SRR5216508,none
SRR1917114,none
SRR5193145,none
SRR13530615,none
SRR3948445,none
ERR374221,none
SRR8293800,none
SRR5220448,none
SRR8499324,none
SRR13362282,none
SRR1966724,none
SRR6922711,none
SRR3713627,gyrA_D87N
SRR6350983,none
SRR7533299,none
SRR3664608,none
SRR7879569,gyrA_D87N
SRR10068136,qnrB19
SRR2670691,none
SRR6412893,none
SRR5163866,none
SRR2176194,qnrB19
SRR5896130,none
SRR1713640,none
SRR15369536,none
SRR14231311,gyrB_E466D
SRR10313733,none
SRR1732677,none
SRR5220453,none
SRR6373144,none
SRR1703336,none
SRR5220186,none
SRR5193198,gyrA_S83Y
ERR338954,none
SRR1187404,none
SRR3312531,none
SRR12672276,none
SRR10096463,none
SRR7873920,gyrA_D87N
SRR8437386,gyrA_S83Y
SRR13666960,none
SRR6899439,none
SRR5216176,none
SRR9993947,none
SRR7469074,gyrA_D87N
SRR10313736,none
SRR5890588,none
SRR3049720,none
SRR7426221,none
SRR8297316,none
SRR1966074,none
SRR5193307,gyrA_D87Y
SRR5126930,none
SRR14198906,gyrA_D87N
SRR5632668,none
SRR2566907,none
SRR1969124,gyrA_D87Y
SRR5126992,none
SRR7504365,gyrA_D87G
SRR14362015,gyrA_D87N
SRR5804884,none
SRR1969015,none
SRR1646167,none
SRR10723173,gyrA_S83Y
SRR13220658,none
SRR8514647,none
SRR1802918,none
SRR5081445,none
SRR10424292,none
SRR7907804,none
SRR7842684,none
SRR13200040,none
SRR8452333,none
SRR12770207,none
SRR13685691,gyrA_D87Y
SRR8648291,none
SRR5921471,none
SRR10424291,gyrA_S83Y
SRR7171544,none
SRR5216431,none
SRR5336207,none
SRR5193725,none
SRR1106234,none
SRR11410172,gyrA_S83Y
SRR3205702,none
SRR3495139,none
SRR5215702,none
ERR338967,none
SRR7842568,gyrB_E466D
SRR5632053,gyrA_D87N
SRR6919170,none
SRR5890266,gyrA_D87N
SRR14555461,none
SRR7998215,none
SRR6900657,gyrA_D87N
ERR2278737,none
SRR7284557,none
SRR10350944,none
SRR6918522,none
SRR6900118,gyrA_D87Y
SRR6897991,none
SRR1813444,none
SRR5632115,none
SRR7146922,none
SRR8350289,none
SRR6919139,none
ERR1829783,none
SRR13143744,qnrB19
SRR6815972,none
SRR7997098,none
SRR10139583,none
SRR12645943,none
SRR8936169,none
SRR1183802,none
SRR1379778,none
SRR18465904,none
SRR8515670,none
SRR6898378,qnrB19
SRR8699589,none
SRR5216524,none
SRR10139606,none
SRR7402084,none
SRR3953320,none
SRR8508954,none
SRR5216576,none
SRR1958431,gyrA_S83Y
ERR311282,none
SRR2187687,none
SRR6879584,none
SRR11451510,none
SRR7292888,none
SRR10037210,none
SRR3571301,none
SRR6050689,none
SRR14048893,qnrB19
ERR235178,none
SRR14651324,none
SRR5220096,none
SRR4069571,none
SRR6434053,none
SRR13978666,none
SRR12046910,none
SRR12770295,gyrA_D87N
SRR8492248,none
SRR2015083,none
SRR1482383,none
SRR7130977,none
SRR7962331,none
SRR14615982,gyrA_D87N
SRR3049772,none
SRR10604681,none
ERR653984,none
SRR5583159,none
SRR6924138,qnrB19
SRR7842507,none
SRR8575063,none
SRR6326930,none
SRR10669556,none
SRR1968826,gyrA_D87G
SRR1952909,gyrA_S83Y
SRR4450050,none
SRR13790359,none
SRR1966627,none
SRR6187460,none
SRR11851440,none
SRR8485042,none
SRR1220760,none
SRR6899354,gyrA_D87Y
SRR10018919,none
SRR13733912,none
SRR9852942,none
SRR14688200,gyrA_S83Y
ERR2278733,none
SRR5184217,none
SRR10832980,none
ERR1759109,none
SRR5231274,none
SRR2192135,none
SRR7501342,none
SRR8936164,none
SRR17048197,none
SRR1029927,none
SRR6920174,none
SRR1959289,none
SRR8377934,none
SRR9261275,none
SRR1346296,none
SRR3475939,none
SRR14092111,none
SRR13811218,gyrA_D87G
SRR6131650,none
SRR5126929,none
SRR16821904,none
SRR6356229,none
SRR2571583,none
SRR13202869,none
SRR8784025,none
SRR1646394,qnrS2
SRR15853714,none
SRR8524456,none
SRR12770172,gyrA_S83Y
SRR8503761,none
SRR10006939,none
SRR6132103,none
SRR6924053,none
SRR6350783,none
SRR13605064,none
SRR5585040,none
SRR7528172,none
SRR5633213,gyrB_E466D
SRR1962045,none
SRR5444239,none
SRR10221991,gyrA_D87Y
SRR6921946,none
SRR5216334,gyrA_D87Y
ERR3354470,none
SRR3475671,none
SRR2194102,none
SRR8117025,none
SRR1968470,gyrA_D87Y
SRR7962000,none
SRR5220974,none
SRR5081455,none
SRR6131977,none
SRR10360783,none
SRR7286867,gyrA_D87N
SRR5057305,gyrA_D87Y
SRR12733046,none
SRR8419410,gyrA_D87Y
SRR5281827,none
SRR5219511,none
SRR14298480,none
SRR13163211,gyrA_S83Y
SRR5888049,none
SRR3271878,gyrA_D87N
SRR5221429,none
SRR17052988,none
SRR9307553,none
SRR13518998,none
SRR6898874,none
SRR7892232,none
SRR10222002,gyrA_D87Y
SRR8738336,gyrA_D87G
SRR13670665,none
SRR10604702,none
SRR13779566,none
SRR5193448,none
SRR3089996,none
SRR1571594,none
SRR6900760,none
SRR8118195,none
SRR15843242,gyrA_D87Y
SRR10006887,gyrA_D87Y
SRR17830286,none
SRR9224588,gyrA_S83Y
SRR13202888,qnrB19
SRR5193137,none
SRR1963469,none
SRR2566879,none
SRR7450770,gyrB_E466D
SRR10519600,gyrA_D87Y
SRR7285811,none
SRR6351008,none
SRR13505156,gyrA_D87N
SRR5193252,none
SRR13091842,qnrB19
SRR12804137,none
SRR9910984,none
SRR10063017,none
SRR6919165,none
SRR5133928,none
SRR10053704,none
SRR7632604,gyrA_D87Y
SRR3048579,none
SRR13963349,none
SRR15425036,gyrA_D87Y
SRR13665112,none
SRR13649860,none
SRR3143631,none
SRR2937465,none
SRR11230998,none
SRR7997197,none
SRR7480443,none
ERR338274,none
SRR1966899,none
SRR3185125,none
SRR1646406,none
SRR6898880,none
SRR7410345,none
SRR6902585,none
SRR1965538,gyrA_D87G
SRR11180475,gyrA_S83Y
SRR1645895,none
SRR13163217,gyrA_S83Y
SRR3933031,none
SRR10019009,none
SRR7523722,gyrA_S83Y
SRR7426866,none
SRR1970279,none
SRR8503963,gyrA_S83Y
SRR15007538,none
SRR1525273,none
SRR9678406,gyrA_D87N
SRR10337432,gyrA_S83Y
SRR7450693,gyrA_D87N
SRR10424304,none
SRR3713613,none
SRR17789030,none
SRR6922496,qnrS1
SRR1960191,none
SRR7962286,none
SRR4256617,none
SRR12457676,none
SRR6897878,none
SRR10254186,none
SRR6919302,gyrA_D87G
SRR14084228,none
SRR8492309,none
SRR14284288,none
SRR1774053,none
SRR7903032,gyrA_S83Y
SRR7874273,none
SRR16976143,gyrA_S83Y
SRR6351035,none
SRR10382270,none
SRR13686446,none
SRR13856022,gyrA_D87N
SRR18208220,gyrA_D87Y
SRR13220626,none
SRR6922528,none
ERR235327,none
SRR5364173,none
SRR6898005,gyrA_S83Y
SRR16842941,none
ERR235343,none
SRR9287805,none
SRR13791024,gyrA_D87N
SRR8502804,gyrA_D87N
ERR235322,none
SRR1187408,none
SRR14347811,gyrA_S83Y
SRR5055237,none
SRR10689897,gyrA_D87Y
SRR5060647,none
SRR11505159,gyrA_S83Y
SRR15460225,gyrA_S83Y
SRR7344637,gyrB_E466D
SRR5220858,gyrA_D87G
SRR17021013,none
SRR4073157,none
SRR7351624,none
ERR3825728,gyrA_S83Y
SRR7961986,none
ERR2278720,none
SRR6900173,none
SRR8083200,none
SRR1957731,none
SRR6924135,none
SRR8136930,none
SRR6050669,none
SRR8131574,none
ERR2200233,none
SRR4434849,none
SRR6125300,none
SRR5155666,none
SRR7867064,none
ERR5490227,none
SRR6920590,gyrA_D87Y
SRR5064783,none
SRR6050700,none
SRR7892141,none
SRR1966755,none
SRR10222104,gyrA_D87Y
SRR13520355,none
SRR14286799,gyrA_D87Y
ERR235319,none
SRR1968626,gyrA_D87G
SRR6919808,none
SRR11772738,none
SRR10006902,none
SRR13091844,none
SRR6901152,none
SRR9287702,gyrA_S83Y
SRR1299423,none
SRR9105613,none
SRR9849840,gyrA_D87N
SRR10198960,gyrA_D87Y
SRR3743918,none
SRR5876659,gyrA_D87N
SRR6026416,none
SRR13505474,none
SRR5632066,qnrB19
SRR10749071,none
SRR18280808,none
SRR14464602,none
SRR10228812,gyrA_D87N
SRR2047359,none
SRR5220218,gyrA_D87G
SRR14897794,none
SRR6897043,none
SRR8526101,none
SRR5105394,none
SRR5194110,gyrA_D87N
SRR1379749,none
SRR8297299,none
SRR7173267,none
SRR7465060,none
SRR15424517,gyrA_D87Y
SRR5215863,none
SRR13257688,gyrA_S83Y
SRR6900937,none
SRR5193856,gyrA_D87Y
