Name,ST,url,MLST_Profile,ST2,url2,MLST_Profile2
DRR035541,642,https://pubmlst.org/bigsdb?db=pubmlst_abaumannii_oxford_seqdef,22.15.13.12.4.169.2,23,https://pubmlst.org/bigsdb?db=pubmlst_abaumannii_pasteur_seqdef,1.3.10.1.4.4.4
DRR035542,642,https://pubmlst.org/bigsdb?db=pubmlst_abaumannii_oxford_seqdef,22.15.13.12.4.169.2,23,https://pubmlst.org/bigsdb?db=pubmlst_abaumannii_pasteur_seqdef,1.3.10.1.4.4.4
DRR035543,808,https://pubmlst.org/bigsdb?db=pubmlst_abaumannii_oxford_seqdef,1.1.13.12.4.204.2,575,https://pubmlst.org/bigsdb?db=pubmlst_abaumannii_pasteur_seqdef,1.3.2.1.4.4.92
DRR035544,808,https://pubmlst.org/bigsdb?db=pubmlst_abaumannii_oxford_seqdef,1.1.13.12.4.204.2,575,https://pubmlst.org/bigsdb?db=pubmlst_abaumannii_pasteur_seqdef,1.3.2.1.4.4.92
DRR035545,bd6814deeb6776e93d42d3c9521cfb81968311c1,https://pubmlst.org/bigsdb?db=pubmlst_abaumannii_oxford_seqdef,1.3.189|3.2.2.142.3,2,https://pubmlst.org/bigsdb?db=pubmlst_abaumannii_pasteur_seqdef,2.2.2.2.2.2.2
DRR035546,58bcc062d4e2f5a2573e74dbd7d40ee189c7fc4f,https://pubmlst.org/bigsdb?db=pubmlst_abaumannii_oxford_seqdef,21.15.189|3.2.35.202.4,215,https://pubmlst.org/bigsdb?db=pubmlst_abaumannii_pasteur_seqdef,27.2.7.2.2.1.2
DRR035547,4d901590536da814ed181a422da90481b94b9fbf,https://pubmlst.org/bigsdb?db=pubmlst_abaumannii_oxford_seqdef,1.15.189|3.2.2.106.3,570,https://pubmlst.org/bigsdb?db=pubmlst_abaumannii_pasteur_seqdef,2.2.2.2.2.2.4
DRR035548,642,https://pubmlst.org/bigsdb?db=pubmlst_abaumannii_oxford_seqdef,22.15.13.12.4.169.2,23,https://pubmlst.org/bigsdb?db=pubmlst_abaumannii_pasteur_seqdef,1.3.10.1.4.4.4
DRR035549,642,https://pubmlst.org/bigsdb?db=pubmlst_abaumannii_oxford_seqdef,22.15.13.12.4.169.2,23,https://pubmlst.org/bigsdb?db=pubmlst_abaumannii_pasteur_seqdef,1.3.10.1.4.4.4
DRR035550,4d901590536da814ed181a422da90481b94b9fbf,https://pubmlst.org/bigsdb?db=pubmlst_abaumannii_oxford_seqdef,1.15.189|3.2.2.106.3,570,https://pubmlst.org/bigsdb?db=pubmlst_abaumannii_pasteur_seqdef,2.2.2.2.2.2.4
DRR035551,4d901590536da814ed181a422da90481b94b9fbf,https://pubmlst.org/bigsdb?db=pubmlst_abaumannii_oxford_seqdef,1.15.189|3.2.2.106.3,570,https://pubmlst.org/bigsdb?db=pubmlst_abaumannii_pasteur_seqdef,2.2.2.2.2.2.4
DRR035552,4d901590536da814ed181a422da90481b94b9fbf,https://pubmlst.org/bigsdb?db=pubmlst_abaumannii_oxford_seqdef,1.15.189|3.2.2.106.3,570,https://pubmlst.org/bigsdb?db=pubmlst_abaumannii_pasteur_seqdef,2.2.2.2.2.2.4
DRR035553,4d901590536da814ed181a422da90481b94b9fbf,https://pubmlst.org/bigsdb?db=pubmlst_abaumannii_oxford_seqdef,1.15.189|3.2.2.106.3,570,https://pubmlst.org/bigsdb?db=pubmlst_abaumannii_pasteur_seqdef,2.2.2.2.2.2.4
DRR035554,b0adec66d7a427082e8711bec949337edb323893,https://pubmlst.org/bigsdb?db=pubmlst_abaumannii_oxford_seqdef,1.15.189|3.70.2.106.3,571,https://pubmlst.org/bigsdb?db=pubmlst_abaumannii_pasteur_seqdef,2.2.2.2.104.2.4
DRR035555,642,https://pubmlst.org/bigsdb?db=pubmlst_abaumannii_oxford_seqdef,22.15.13.12.4.169.2,23,https://pubmlst.org/bigsdb?db=pubmlst_abaumannii_pasteur_seqdef,1.3.10.1.4.4.4
DRR035556,1e68ab2db624a8a0059e0e71aac5c3df5bdea266,https://pubmlst.org/bigsdb?db=pubmlst_abaumannii_oxford_seqdef,1.3.189|3.2.2.201.3,2,https://pubmlst.org/bigsdb?db=pubmlst_abaumannii_pasteur_seqdef,2.2.2.2.2.2.2
DRR035557,1d46a46d3d04af1dc7dccea683ac7185c4a264e0,https://pubmlst.org/bigsdb?db=pubmlst_abaumannii_oxford_seqdef,1.15.189|3.70.2.16.3,571,https://pubmlst.org/bigsdb?db=pubmlst_abaumannii_pasteur_seqdef,2.2.2.2.104.2.4
DRR035558,1e68ab2db624a8a0059e0e71aac5c3df5bdea266,https://pubmlst.org/bigsdb?db=pubmlst_abaumannii_oxford_seqdef,1.3.189|3.2.2.201.3,2,https://pubmlst.org/bigsdb?db=pubmlst_abaumannii_pasteur_seqdef,2.2.2.2.2.2.2
DRR035559,62f81bb47279f0bf2bb7c83c804565d0a7bcad5e,https://pubmlst.org/bigsdb?db=pubmlst_abaumannii_oxford_seqdef,1.3.189|3.2.2.16.3,2,https://pubmlst.org/bigsdb?db=pubmlst_abaumannii_pasteur_seqdef,2.2.2.2.2.2.2
DRR035560,1e68ab2db624a8a0059e0e71aac5c3df5bdea266,https://pubmlst.org/bigsdb?db=pubmlst_abaumannii_oxford_seqdef,1.3.189|3.2.2.201.3,2,https://pubmlst.org/bigsdb?db=pubmlst_abaumannii_pasteur_seqdef,2.2.2.2.2.2.2
DRR035561,4d901590536da814ed181a422da90481b94b9fbf,https://pubmlst.org/bigsdb?db=pubmlst_abaumannii_oxford_seqdef,1.15.189|3.2.2.106.3,570,https://pubmlst.org/bigsdb?db=pubmlst_abaumannii_pasteur_seqdef,2.2.2.2.2.2.4
DRR035562,4d901590536da814ed181a422da90481b94b9fbf,https://pubmlst.org/bigsdb?db=pubmlst_abaumannii_oxford_seqdef,1.15.189|3.2.2.106.3,570,https://pubmlst.org/bigsdb?db=pubmlst_abaumannii_pasteur_seqdef,2.2.2.2.2.2.4
DRR035563,4d901590536da814ed181a422da90481b94b9fbf,https://pubmlst.org/bigsdb?db=pubmlst_abaumannii_oxford_seqdef,1.15.189|3.2.2.106.3,570,https://pubmlst.org/bigsdb?db=pubmlst_abaumannii_pasteur_seqdef,2.2.2.2.2.2.4
DRR035564,4d901590536da814ed181a422da90481b94b9fbf,https://pubmlst.org/bigsdb?db=pubmlst_abaumannii_oxford_seqdef,1.15.189|3.2.2.106.3,570,https://pubmlst.org/bigsdb?db=pubmlst_abaumannii_pasteur_seqdef,2.2.2.2.2.2.4
DRR035565,799,https://pubmlst.org/bigsdb?db=pubmlst_abaumannii_oxford_seqdef,24.1.42.12.24.144.26,578,https://pubmlst.org/bigsdb?db=pubmlst_abaumannii_pasteur_seqdef,97.3.13.1.4.4.14
DRR035566,fc649fc545aa951477cf27e86913650291a6bb92,https://pubmlst.org/bigsdb?db=pubmlst_abaumannii_oxford_seqdef,1.15.189|3.70.2.202.3,571,https://pubmlst.org/bigsdb?db=pubmlst_abaumannii_pasteur_seqdef,2.2.2.2.104.2.4
DRR035567,fc649fc545aa951477cf27e86913650291a6bb92,https://pubmlst.org/bigsdb?db=pubmlst_abaumannii_oxford_seqdef,1.15.189|3.70.2.202.3,571,https://pubmlst.org/bigsdb?db=pubmlst_abaumannii_pasteur_seqdef,2.2.2.2.104.2.4
DRR035568,fc649fc545aa951477cf27e86913650291a6bb92,https://pubmlst.org/bigsdb?db=pubmlst_abaumannii_oxford_seqdef,1.15.189|3.70.2.202.3,571,https://pubmlst.org/bigsdb?db=pubmlst_abaumannii_pasteur_seqdef,2.2.2.2.104.2.4
DRR035569,1e68ab2db624a8a0059e0e71aac5c3df5bdea266,https://pubmlst.org/bigsdb?db=pubmlst_abaumannii_oxford_seqdef,1.3.189|3.2.2.201.3,2,https://pubmlst.org/bigsdb?db=pubmlst_abaumannii_pasteur_seqdef,2.2.2.2.2.2.2
DRR035570,b0adec66d7a427082e8711bec949337edb323893,https://pubmlst.org/bigsdb?db=pubmlst_abaumannii_oxford_seqdef,1.15.189|3.70.2.106.3,571,https://pubmlst.org/bigsdb?db=pubmlst_abaumannii_pasteur_seqdef,2.2.2.2.104.2.4
DRR035571,58bcc062d4e2f5a2573e74dbd7d40ee189c7fc4f,https://pubmlst.org/bigsdb?db=pubmlst_abaumannii_oxford_seqdef,21.15.189|3.2.35.202.4,215,https://pubmlst.org/bigsdb?db=pubmlst_abaumannii_pasteur_seqdef,27.2.7.2.2.1.2
DRR035572,4d901590536da814ed181a422da90481b94b9fbf,https://pubmlst.org/bigsdb?db=pubmlst_abaumannii_oxford_seqdef,1.15.189|3.2.2.106.3,570,https://pubmlst.org/bigsdb?db=pubmlst_abaumannii_pasteur_seqdef,2.2.2.2.2.2.4
DRR035573,1bdb19ea0cfff7c8018b5afefe80a08be1da2c8b,https://pubmlst.org/bigsdb?db=pubmlst_abaumannii_oxford_seqdef,1.3.189|3.2.2.178.3,2,https://pubmlst.org/bigsdb?db=pubmlst_abaumannii_pasteur_seqdef,2.2.2.2.2.2.2
DRR035574,808,https://pubmlst.org/bigsdb?db=pubmlst_abaumannii_oxford_seqdef,1.1.13.12.4.204.2,575,https://pubmlst.org/bigsdb?db=pubmlst_abaumannii_pasteur_seqdef,1.3.2.1.4.4.92
DRR035575,642,https://pubmlst.org/bigsdb?db=pubmlst_abaumannii_oxford_seqdef,22.15.13.12.4.169.2,23,https://pubmlst.org/bigsdb?db=pubmlst_abaumannii_pasteur_seqdef,1.3.10.1.4.4.4
DRR035576,4e5254c4bb327812611affd1c8ef6530801cf84e,https://pubmlst.org/bigsdb?db=pubmlst_abaumannii_oxford_seqdef,21.3.189|3.2.35.203.4,215,https://pubmlst.org/bigsdb?db=pubmlst_abaumannii_pasteur_seqdef,27.2.7.2.2.1.2
DRR035577,4e5254c4bb327812611affd1c8ef6530801cf84e,https://pubmlst.org/bigsdb?db=pubmlst_abaumannii_oxford_seqdef,21.3.189|3.2.35.203.4,215,https://pubmlst.org/bigsdb?db=pubmlst_abaumannii_pasteur_seqdef,27.2.7.2.2.1.2
DRR035578,1e68ab2db624a8a0059e0e71aac5c3df5bdea266,https://pubmlst.org/bigsdb?db=pubmlst_abaumannii_oxford_seqdef,1.3.189|3.2.2.201.3,2,https://pubmlst.org/bigsdb?db=pubmlst_abaumannii_pasteur_seqdef,2.2.2.2.2.2.2
DRR035579,bd6814deeb6776e93d42d3c9521cfb81968311c1,https://pubmlst.org/bigsdb?db=pubmlst_abaumannii_oxford_seqdef,1.3.189|3.2.2.142.3,2,https://pubmlst.org/bigsdb?db=pubmlst_abaumannii_pasteur_seqdef,2.2.2.2.2.2.2
DRR035580,b0adec66d7a427082e8711bec949337edb323893,https://pubmlst.org/bigsdb?db=pubmlst_abaumannii_oxford_seqdef,1.15.189|3.70.2.106.3,571,https://pubmlst.org/bigsdb?db=pubmlst_abaumannii_pasteur_seqdef,2.2.2.2.104.2.4
DRR035581,b0adec66d7a427082e8711bec949337edb323893,https://pubmlst.org/bigsdb?db=pubmlst_abaumannii_oxford_seqdef,1.15.189|3.70.2.106.3,571,https://pubmlst.org/bigsdb?db=pubmlst_abaumannii_pasteur_seqdef,2.2.2.2.104.2.4
DRR035582,b0adec66d7a427082e8711bec949337edb323893,https://pubmlst.org/bigsdb?db=pubmlst_abaumannii_oxford_seqdef,1.15.189|3.70.2.106.3,571,https://pubmlst.org/bigsdb?db=pubmlst_abaumannii_pasteur_seqdef,2.2.2.2.104.2.4
DRR035583,bd6814deeb6776e93d42d3c9521cfb81968311c1,https://pubmlst.org/bigsdb?db=pubmlst_abaumannii_oxford_seqdef,1.3.189|3.2.2.142.3,2,https://pubmlst.org/bigsdb?db=pubmlst_abaumannii_pasteur_seqdef,2.2.2.2.2.2.2
DRR035585,fc649fc545aa951477cf27e86913650291a6bb92,https://pubmlst.org/bigsdb?db=pubmlst_abaumannii_oxford_seqdef,1.15.189|3.70.2.202.3,571,https://pubmlst.org/bigsdb?db=pubmlst_abaumannii_pasteur_seqdef,2.2.2.2.104.2.4
DRR035586,b0adec66d7a427082e8711bec949337edb323893,https://pubmlst.org/bigsdb?db=pubmlst_abaumannii_oxford_seqdef,1.15.189|3.70.2.106.3,571,https://pubmlst.org/bigsdb?db=pubmlst_abaumannii_pasteur_seqdef,2.2.2.2.104.2.4
DRR035587,4d901590536da814ed181a422da90481b94b9fbf,https://pubmlst.org/bigsdb?db=pubmlst_abaumannii_oxford_seqdef,1.15.189|3.2.2.106.3,570,https://pubmlst.org/bigsdb?db=pubmlst_abaumannii_pasteur_seqdef,2.2.2.2.2.2.4
DRR035588,58bcc062d4e2f5a2573e74dbd7d40ee189c7fc4f,https://pubmlst.org/bigsdb?db=pubmlst_abaumannii_oxford_seqdef,21.15.189|3.2.35.202.4,215,https://pubmlst.org/bigsdb?db=pubmlst_abaumannii_pasteur_seqdef,27.2.7.2.2.1.2
DRR035589,805,https://pubmlst.org/bigsdb?db=pubmlst_abaumannii_oxford_seqdef,1.1.13.12.4.203.2,575,https://pubmlst.org/bigsdb?db=pubmlst_abaumannii_pasteur_seqdef,1.3.2.1.4.4.92
DRR035590,ec2c9998fb280382dd3066a09932cfc5d4996329,https://pubmlst.org/bigsdb?db=pubmlst_abaumannii_oxford_seqdef,21.15.189|3.2.35.106.4,577,https://pubmlst.org/bigsdb?db=pubmlst_abaumannii_pasteur_seqdef,27.2.7.2.2.2.2
DRR035591,fc649fc545aa951477cf27e86913650291a6bb92,https://pubmlst.org/bigsdb?db=pubmlst_abaumannii_oxford_seqdef,1.15.189|3.70.2.202.3,571,https://pubmlst.org/bigsdb?db=pubmlst_abaumannii_pasteur_seqdef,2.2.2.2.104.2.4
DRR035592,355,https://pubmlst.org/bigsdb?db=pubmlst_abaumannii_oxford_seqdef,1.81.11.48.18.114.43,16,https://pubmlst.org/bigsdb?db=pubmlst_abaumannii_pasteur_seqdef,7.7.2.2.8.4.4
DRR035593,fc649fc545aa951477cf27e86913650291a6bb92,https://pubmlst.org/bigsdb?db=pubmlst_abaumannii_oxford_seqdef,1.15.189|3.70.2.202.3,571,https://pubmlst.org/bigsdb?db=pubmlst_abaumannii_pasteur_seqdef,2.2.2.2.104.2.4
DRR035594,fc649fc545aa951477cf27e86913650291a6bb92,https://pubmlst.org/bigsdb?db=pubmlst_abaumannii_oxford_seqdef,1.15.189|3.70.2.202.3,571,https://pubmlst.org/bigsdb?db=pubmlst_abaumannii_pasteur_seqdef,2.2.2.2.104.2.4
DRR035595,fc649fc545aa951477cf27e86913650291a6bb92,https://pubmlst.org/bigsdb?db=pubmlst_abaumannii_oxford_seqdef,1.15.189|3.70.2.202.3,571,https://pubmlst.org/bigsdb?db=pubmlst_abaumannii_pasteur_seqdef,2.2.2.2.104.2.4
DRR035596,fc649fc545aa951477cf27e86913650291a6bb92,https://pubmlst.org/bigsdb?db=pubmlst_abaumannii_oxford_seqdef,1.15.189|3.70.2.202.3,571,https://pubmlst.org/bigsdb?db=pubmlst_abaumannii_pasteur_seqdef,2.2.2.2.104.2.4
DRR035597,fc649fc545aa951477cf27e86913650291a6bb92,https://pubmlst.org/bigsdb?db=pubmlst_abaumannii_oxford_seqdef,1.15.189|3.70.2.202.3,571,https://pubmlst.org/bigsdb?db=pubmlst_abaumannii_pasteur_seqdef,2.2.2.2.104.2.4
DRR035598,fc649fc545aa951477cf27e86913650291a6bb92,https://pubmlst.org/bigsdb?db=pubmlst_abaumannii_oxford_seqdef,1.15.189|3.70.2.202.3,571,https://pubmlst.org/bigsdb?db=pubmlst_abaumannii_pasteur_seqdef,2.2.2.2.104.2.4
DRR035599,355,https://pubmlst.org/bigsdb?db=pubmlst_abaumannii_oxford_seqdef,1.81.11.48.18.114.43,16,https://pubmlst.org/bigsdb?db=pubmlst_abaumannii_pasteur_seqdef,7.7.2.2.8.4.4
DRR035600,1e68ab2db624a8a0059e0e71aac5c3df5bdea266,https://pubmlst.org/bigsdb?db=pubmlst_abaumannii_oxford_seqdef,1.3.189|3.2.2.201.3,2,https://pubmlst.org/bigsdb?db=pubmlst_abaumannii_pasteur_seqdef,2.2.2.2.2.2.2
DRR035601,1e68ab2db624a8a0059e0e71aac5c3df5bdea266,https://pubmlst.org/bigsdb?db=pubmlst_abaumannii_oxford_seqdef,1.3.189|3.2.2.201.3,2,https://pubmlst.org/bigsdb?db=pubmlst_abaumannii_pasteur_seqdef,2.2.2.2.2.2.2
DRR035602,4d901590536da814ed181a422da90481b94b9fbf,https://pubmlst.org/bigsdb?db=pubmlst_abaumannii_oxford_seqdef,1.15.189|3.2.2.106.3,570,https://pubmlst.org/bigsdb?db=pubmlst_abaumannii_pasteur_seqdef,2.2.2.2.2.2.4
DRR035603,fc649fc545aa951477cf27e86913650291a6bb92,https://pubmlst.org/bigsdb?db=pubmlst_abaumannii_oxford_seqdef,1.15.189|3.70.2.202.3,571,https://pubmlst.org/bigsdb?db=pubmlst_abaumannii_pasteur_seqdef,2.2.2.2.104.2.4
DRR035604,808,https://pubmlst.org/bigsdb?db=pubmlst_abaumannii_oxford_seqdef,1.1.13.12.4.204.2,575,https://pubmlst.org/bigsdb?db=pubmlst_abaumannii_pasteur_seqdef,1.3.2.1.4.4.92
DRR035605,808,https://pubmlst.org/bigsdb?db=pubmlst_abaumannii_oxford_seqdef,1.1.13.12.4.204.2,575,https://pubmlst.org/bigsdb?db=pubmlst_abaumannii_pasteur_seqdef,1.3.2.1.4.4.92
DRR035606,b0adec66d7a427082e8711bec949337edb323893,https://pubmlst.org/bigsdb?db=pubmlst_abaumannii_oxford_seqdef,1.15.189|3.70.2.106.3,571,https://pubmlst.org/bigsdb?db=pubmlst_abaumannii_pasteur_seqdef,2.2.2.2.104.2.4
DRR035607,fc649fc545aa951477cf27e86913650291a6bb92,https://pubmlst.org/bigsdb?db=pubmlst_abaumannii_oxford_seqdef,1.15.189|3.70.2.202.3,571,https://pubmlst.org/bigsdb?db=pubmlst_abaumannii_pasteur_seqdef,2.2.2.2.104.2.4
DRR035608,015c9db43e0d9cad07cc96ad4a3b234b8a4dc04d,https://pubmlst.org/bigsdb?db=pubmlst_abaumannii_oxford_seqdef,21.3.189|3.2.35.97.4,215,https://pubmlst.org/bigsdb?db=pubmlst_abaumannii_pasteur_seqdef,27.2.7.2.2.1.2
DRR035609,b0adec66d7a427082e8711bec949337edb323893,https://pubmlst.org/bigsdb?db=pubmlst_abaumannii_oxford_seqdef,1.15.189|3.70.2.106.3,571,https://pubmlst.org/bigsdb?db=pubmlst_abaumannii_pasteur_seqdef,2.2.2.2.104.2.4
DRR035610,808,https://pubmlst.org/bigsdb?db=pubmlst_abaumannii_oxford_seqdef,1.1.13.12.4.204.2,575,https://pubmlst.org/bigsdb?db=pubmlst_abaumannii_pasteur_seqdef,1.3.2.1.4.4.92
DRR035611,b0adec66d7a427082e8711bec949337edb323893,https://pubmlst.org/bigsdb?db=pubmlst_abaumannii_oxford_seqdef,1.15.189|3.70.2.106.3,571,https://pubmlst.org/bigsdb?db=pubmlst_abaumannii_pasteur_seqdef,2.2.2.2.104.2.4
DRR035612,642,https://pubmlst.org/bigsdb?db=pubmlst_abaumannii_oxford_seqdef,22.15.13.12.4.169.2,23,https://pubmlst.org/bigsdb?db=pubmlst_abaumannii_pasteur_seqdef,1.3.10.1.4.4.4
DRR035613,b0adec66d7a427082e8711bec949337edb323893,https://pubmlst.org/bigsdb?db=pubmlst_abaumannii_oxford_seqdef,1.15.189|3.70.2.106.3,571,https://pubmlst.org/bigsdb?db=pubmlst_abaumannii_pasteur_seqdef,2.2.2.2.104.2.4
DRR035614,808,https://pubmlst.org/bigsdb?db=pubmlst_abaumannii_oxford_seqdef,1.1.13.12.4.204.2,575,https://pubmlst.org/bigsdb?db=pubmlst_abaumannii_pasteur_seqdef,1.3.2.1.4.4.92
DRR035615,808,https://pubmlst.org/bigsdb?db=pubmlst_abaumannii_oxford_seqdef,1.1.13.12.4.204.2,575,https://pubmlst.org/bigsdb?db=pubmlst_abaumannii_pasteur_seqdef,1.3.2.1.4.4.92
DRR035616,b0adec66d7a427082e8711bec949337edb323893,https://pubmlst.org/bigsdb?db=pubmlst_abaumannii_oxford_seqdef,1.15.189|3.70.2.106.3,571,https://pubmlst.org/bigsdb?db=pubmlst_abaumannii_pasteur_seqdef,2.2.2.2.104.2.4
DRR035617,fc649fc545aa951477cf27e86913650291a6bb92,https://pubmlst.org/bigsdb?db=pubmlst_abaumannii_oxford_seqdef,1.15.189|3.70.2.202.3,571,https://pubmlst.org/bigsdb?db=pubmlst_abaumannii_pasteur_seqdef,2.2.2.2.104.2.4
DRR035618,fc649fc545aa951477cf27e86913650291a6bb92,https://pubmlst.org/bigsdb?db=pubmlst_abaumannii_oxford_seqdef,1.15.189|3.70.2.202.3,571,https://pubmlst.org/bigsdb?db=pubmlst_abaumannii_pasteur_seqdef,2.2.2.2.104.2.4
DRR035619,808,https://pubmlst.org/bigsdb?db=pubmlst_abaumannii_oxford_seqdef,1.1.13.12.4.204.2,575,https://pubmlst.org/bigsdb?db=pubmlst_abaumannii_pasteur_seqdef,1.3.2.1.4.4.92
DRR035620,fc649fc545aa951477cf27e86913650291a6bb92,https://pubmlst.org/bigsdb?db=pubmlst_abaumannii_oxford_seqdef,1.15.189|3.70.2.202.3,571,https://pubmlst.org/bigsdb?db=pubmlst_abaumannii_pasteur_seqdef,2.2.2.2.104.2.4
DRR035621,1e68ab2db624a8a0059e0e71aac5c3df5bdea266,https://pubmlst.org/bigsdb?db=pubmlst_abaumannii_oxford_seqdef,1.3.189|3.2.2.201.3,2,https://pubmlst.org/bigsdb?db=pubmlst_abaumannii_pasteur_seqdef,2.2.2.2.2.2.2
DRR035622,1e68ab2db624a8a0059e0e71aac5c3df5bdea266,https://pubmlst.org/bigsdb?db=pubmlst_abaumannii_oxford_seqdef,1.3.189|3.2.2.201.3,2,https://pubmlst.org/bigsdb?db=pubmlst_abaumannii_pasteur_seqdef,2.2.2.2.2.2.2
DRR039770,931,https://pubmlst.org/bigsdb?db=pubmlst_abaumannii_oxford_seqdef,1.10.8.6.1.110.14,52,https://pubmlst.org/bigsdb?db=pubmlst_abaumannii_pasteur_seqdef,3.2.2.7.9.1.5
DRR039771,472,https://pubmlst.org/bigsdb?db=pubmlst_abaumannii_oxford_seqdef,1.17.6.1.4.99.6,32,https://pubmlst.org/bigsdb?db=pubmlst_abaumannii_pasteur_seqdef,1.1.2.2.3.4.4
DRR039772,391,https://pubmlst.org/bigsdb?db=pubmlst_abaumannii_oxford_seqdef,1.15.13.12.4.102.2,10,https://pubmlst.org/bigsdb?db=pubmlst_abaumannii_pasteur_seqdef,1.3.2.1.4.4.4
DRR039773,1053,https://pubmlst.org/bigsdb?db=pubmlst_abaumannii_oxford_seqdef,31.33.67.40.1.219.7,149,https://pubmlst.org/bigsdb?db=pubmlst_abaumannii_pasteur_seqdef,3.12.11.2.14.9.14
DRR039774,1053,https://pubmlst.org/bigsdb?db=pubmlst_abaumannii_oxford_seqdef,31.33.67.40.1.219.7,149,https://pubmlst.org/bigsdb?db=pubmlst_abaumannii_pasteur_seqdef,3.12.11.2.14.9.14
DRR039775,919,https://pubmlst.org/bigsdb?db=pubmlst_abaumannii_oxford_seqdef,31.17.67.40.1.99.7,622,https://pubmlst.org/bigsdb?db=pubmlst_abaumannii_pasteur_seqdef,3.12.11.2.14.4.14
DRR039776,236,https://pubmlst.org/bigsdb?db=pubmlst_abaumannii_oxford_seqdef,12.17.12.1.29.102.39,15,https://pubmlst.org/bigsdb?db=pubmlst_abaumannii_pasteur_seqdef,6.6.8.2.3.5.4
DRR039777,1053,https://pubmlst.org/bigsdb?db=pubmlst_abaumannii_oxford_seqdef,31.33.67.40.1.219.7,149,https://pubmlst.org/bigsdb?db=pubmlst_abaumannii_pasteur_seqdef,3.12.11.2.14.9.14
DRR039778,514,https://pubmlst.org/bigsdb?db=pubmlst_abaumannii_oxford_seqdef,1.52.29.28.18.114.7,103,https://pubmlst.org/bigsdb?db=pubmlst_abaumannii_pasteur_seqdef,7.3.2.1.7.1.4
DRR039779,813,https://pubmlst.org/bigsdb?db=pubmlst_abaumannii_oxford_seqdef,1.15.2.28.1.158.32,25,https://pubmlst.org/bigsdb?db=pubmlst_abaumannii_pasteur_seqdef,3.3.2.4.7.2.4
DRR039780,a9baa7b075a2fc5ec419cd4b780ec04aa9c987a2,https://pubmlst.org/bigsdb?db=pubmlst_abaumannii_oxford_seqdef,1.3.189|3.2.2.219.3,2,https://pubmlst.org/bigsdb?db=pubmlst_abaumannii_pasteur_seqdef,2.2.2.2.2.2.2
DRR039781,c66568d89650982a55b240feb513c5a108522d60,https://pubmlst.org/bigsdb?db=pubmlst_abaumannii_oxford_seqdef,1.12.182|4.11.4.79.4,623,https://pubmlst.org/bigsdb?db=pubmlst_abaumannii_pasteur_seqdef,1.1.2.1.5.1.1
