Name,ST,url,MLST_Profile,GSPC,Serotype
ERR023592,217,https://pubmlst.org/spneumoniae/,10.18.4.1.7.19.9,2,01
ERR023594,217,https://pubmlst.org/spneumoniae/,10.18.4.1.7.19.9,2,01
ERR023595,217,https://pubmlst.org/spneumoniae/,10.18.4.1.7.19.9,2,01
ERR023596,217,https://pubmlst.org/spneumoniae/,10.18.4.1.7.19.9,2,01
ERR023597,217,https://pubmlst.org/spneumoniae/,10.18.4.1.7.19.9,2,01
ERR023598,217,https://pubmlst.org/spneumoniae/,10.18.4.1.7.19.9,2,01
ERR023599,217,https://pubmlst.org/spneumoniae/,10.18.4.1.7.19.9,2,01
ERR023600,217,https://pubmlst.org/spneumoniae/,10.18.4.1.7.19.9,2,01
ERR023601,612,https://pubmlst.org/spneumoniae/,10.18.4.1.7.19.31,2,01
ERR023602,217,https://pubmlst.org/spneumoniae/,10.18.4.1.7.19.9,2,01
ERR023603,217,https://pubmlst.org/spneumoniae/,10.18.4.1.7.19.9,2,01
ERR023604,612,https://pubmlst.org/spneumoniae/,10.18.4.1.7.19.31,2,01
ERR023605,217,https://pubmlst.org/spneumoniae/,10.18.4.1.7.19.9,2,01
ERR023607,217,https://pubmlst.org/spneumoniae/,10.18.4.1.7.19.9,2,01
ERR023608,217,https://pubmlst.org/spneumoniae/,10.18.4.1.7.19.9,2,01
ERR023609,217,https://pubmlst.org/spneumoniae/,10.18.4.1.7.19.9,2,01
ERR023610,217,https://pubmlst.org/spneumoniae/,10.18.4.1.7.19.9,2,01
ERR023611,217,https://pubmlst.org/spneumoniae/,10.18.4.1.7.19.9,2,01
ERR023612,217,https://pubmlst.org/spneumoniae/,10.18.4.1.7.19.9,2,01
ERR023613,217,https://pubmlst.org/spneumoniae/,10.18.4.1.7.19.9,2,01
ERR023614,217,https://pubmlst.org/spneumoniae/,10.18.4.1.7.19.9,2,01
ERR023615,217,https://pubmlst.org/spneumoniae/,10.18.4.1.7.19.9,2,01
ERR023616,612,https://pubmlst.org/spneumoniae/,10.18.4.1.7.19.31,2,01
ERR023618,612,https://pubmlst.org/spneumoniae/,10.18.4.1.7.19.31,2,01
ERR023964,303,https://pubmlst.org/spneumoniae/,10.5.4.1.7.19.9,2,01
ERR023977,217,https://pubmlst.org/spneumoniae/,10.18.4.1.7.19.9,2,01
ERR023983,11745,https://pubmlst.org/spneumoniae/,10.464.4.1.7.19.9,2,01
ERR024531,217,https://pubmlst.org/spneumoniae/,10.18.4.1.7.19.9,2,01
ERR039645,217,https://pubmlst.org/spneumoniae/,10.18.4.1.7.19.9,2,01
ERR045430,227,https://pubmlst.org/spneumoniae/,12.5.13.5.17.4.20,31,01
ERR045783,217,https://pubmlst.org/spneumoniae/,10.18.4.1.7.19.9,2,01
ERR045786,8158,https://pubmlst.org/spneumoniae/,10.10.4.1.7.19.9,2,01
ERR045787,217,https://pubmlst.org/spneumoniae/,10.18.4.1.7.19.9,2,01
ERR046104,306,https://pubmlst.org/spneumoniae/,12.8.13.5.16.4.20,31,01
ERR048189,217,https://pubmlst.org/spneumoniae/,10.18.4.1.7.19.9,2,01
ERR051484,217,https://pubmlst.org/spneumoniae/,10.18.4.1.7.19.9,2,01
ERR052621,217,https://pubmlst.org/spneumoniae/,10.18.4.1.7.19.9,2,01
ERR068175,11745,https://pubmlst.org/spneumoniae/,10.464.4.1.7.19.9,2,01
ERR068176,217,https://pubmlst.org/spneumoniae/,10.18.4.1.7.19.9,2,01
ERR068183,217,https://pubmlst.org/spneumoniae/,10.18.4.1.7.19.9,2,01
ERR068187,217,https://pubmlst.org/spneumoniae/,10.18.4.1.7.19.9,2,01
ERR072224,217,https://pubmlst.org/spneumoniae/,10.18.4.1.7.19.9,2,01
ERR085965,217,https://pubmlst.org/spneumoniae/,10.18.4.1.7.19.9,2,01
ERR085966,217,https://pubmlst.org/spneumoniae/,10.18.4.1.7.19.9,2,01
ERR085967,217,https://pubmlst.org/spneumoniae/,10.18.4.1.7.19.9,2,01
ERR085968,217,https://pubmlst.org/spneumoniae/,10.18.4.1.7.19.9,2,01
ERR086004,217,https://pubmlst.org/spneumoniae/,10.18.4.1.7.19.9,2,01
ERR086045,11745,https://pubmlst.org/spneumoniae/,10.464.4.1.7.19.9,2,01
ERR086047,217,https://pubmlst.org/spneumoniae/,10.18.4.1.7.19.9,2,01
ERR1192168,306,https://pubmlst.org/spneumoniae/,12.8.13.5.16.4.20,31,01
ERR1197531,612,https://pubmlst.org/spneumoniae/,10.18.4.1.7.19.31,2,01
ERR1197532,217,https://pubmlst.org/spneumoniae/,10.18.4.1.7.19.9,2,01
ERR1197533,217,https://pubmlst.org/spneumoniae/,10.18.4.1.7.19.9,2,01
ERR1197534,217,https://pubmlst.org/spneumoniae/,10.18.4.1.7.19.9,2,01
ERR1197535,217,https://pubmlst.org/spneumoniae/,10.18.4.1.7.19.9,2,01
ERR1197536,217,https://pubmlst.org/spneumoniae/,10.18.4.1.7.19.9,2,01
ERR1197537,217,https://pubmlst.org/spneumoniae/,10.18.4.1.7.19.9,2,01
ERR1197538,217,https://pubmlst.org/spneumoniae/,10.18.4.1.7.19.9,2,01
ERR1197539,8314,https://pubmlst.org/spneumoniae/,10.18.36.1.7.19.9,2,01
ERR1197540,217,https://pubmlst.org/spneumoniae/,10.18.4.1.7.19.9,2,01
ERR1197542,217,https://pubmlst.org/spneumoniae/,10.18.4.1.7.19.9,2,01
ERR1197544,217,https://pubmlst.org/spneumoniae/,10.18.4.1.7.19.9,2,01
ERR1197545,612,https://pubmlst.org/spneumoniae/,10.18.4.1.7.19.31,2,01
ERR1197546,217,https://pubmlst.org/spneumoniae/,10.18.4.1.7.19.9,2,01
ERR1197547,217,https://pubmlst.org/spneumoniae/,10.18.4.1.7.19.9,2,01
ERR1197548,612,https://pubmlst.org/spneumoniae/,10.18.4.1.7.19.31,2,01
ERR1197549,217,https://pubmlst.org/spneumoniae/,10.18.4.1.7.19.9,2,01
ERR1197550,306,https://pubmlst.org/spneumoniae/,12.8.13.5.16.4.20,31,01
ERR1197551,217,https://pubmlst.org/spneumoniae/,10.18.4.1.7.19.9,2,01
ERR1197552,217,https://pubmlst.org/spneumoniae/,10.18.4.1.7.19.9,2,01
ERR1197553,612,https://pubmlst.org/spneumoniae/,10.18.4.1.7.19.31,2,01
ERR1197554,9067,https://pubmlst.org/spneumoniae/,10.18.4.1.7.525.9,2,01
ERR1197555,217,https://pubmlst.org/spneumoniae/,10.18.4.1.7.19.9,2,01
ERR1197556,612,https://pubmlst.org/spneumoniae/,10.18.4.1.7.19.31,2,01
ERR1197557,612,https://pubmlst.org/spneumoniae/,10.18.4.1.7.19.31,2,01
ERR1197558,612,https://pubmlst.org/spneumoniae/,10.18.4.1.7.19.31,2,01
ERR1197559,217,https://pubmlst.org/spneumoniae/,10.18.4.1.7.19.9,2,01
ERR1197560,217,https://pubmlst.org/spneumoniae/,10.18.4.1.7.19.9,2,01
ERR1197561,9067,https://pubmlst.org/spneumoniae/,10.18.4.1.7.525.9,2,01
ERR1197562,8314,https://pubmlst.org/spneumoniae/,10.18.36.1.7.19.9,2,01
ERR1197563,217,https://pubmlst.org/spneumoniae/,10.18.4.1.7.19.9,2,01
ERR1197564,217,https://pubmlst.org/spneumoniae/,10.18.4.1.7.19.9,2,01
ERR1197565,9067,https://pubmlst.org/spneumoniae/,10.18.4.1.7.525.9,2,01
ERR1197566,217,https://pubmlst.org/spneumoniae/,10.18.4.1.7.19.9,2,01
ERR1197568,217,https://pubmlst.org/spneumoniae/,10.18.4.1.7.19.9,2,01
ERR1197569,217,https://pubmlst.org/spneumoniae/,10.18.4.1.7.19.9,2,01
ERR1197570,217,https://pubmlst.org/spneumoniae/,10.18.4.1.7.19.9,2,01
ERR1197571,612,https://pubmlst.org/spneumoniae/,10.18.4.1.7.19.31,2,01
ERR1197572,217,https://pubmlst.org/spneumoniae/,10.18.4.1.7.19.9,2,01
ERR1197573,217,https://pubmlst.org/spneumoniae/,10.18.4.1.7.19.9,2,01
ERR1202071,8158,https://pubmlst.org/spneumoniae/,10.10.4.1.7.19.9,2,01
ERR1202185,217,https://pubmlst.org/spneumoniae/,10.18.4.1.7.19.9,2,01
ERR1202188,12150,https://pubmlst.org/spneumoniae/,379.18.4.1.7.83.9,2,01
ERR1202254,217,https://pubmlst.org/spneumoniae/,10.18.4.1.7.19.9,2,01
ERR1202257,217,https://pubmlst.org/spneumoniae/,10.18.4.1.7.19.9,2,01
ERR1202270,217,https://pubmlst.org/spneumoniae/,10.18.4.1.7.19.9,2,01
ERR1202287,217,https://pubmlst.org/spneumoniae/,10.18.4.1.7.19.9,2,01
ERR1202306,217,https://pubmlst.org/spneumoniae/,10.18.4.1.7.19.9,2,01
ERR1202330,217,https://pubmlst.org/spneumoniae/,10.18.4.1.7.19.9,2,01
ERR1202332,217,https://pubmlst.org/spneumoniae/,10.18.4.1.7.19.9,2,01
ERR1202333,217,https://pubmlst.org/spneumoniae/,10.18.4.1.7.19.9,2,01
ERR1202339,217,https://pubmlst.org/spneumoniae/,10.18.4.1.7.19.9,2,01
ERR1202342,217,https://pubmlst.org/spneumoniae/,10.18.4.1.7.19.9,2,01
ERR1202350,11745,https://pubmlst.org/spneumoniae/,10.464.4.1.7.19.9,2,01
ERR1202359,11745,https://pubmlst.org/spneumoniae/,10.464.4.1.7.19.9,2,01
ERR1202367,217,https://pubmlst.org/spneumoniae/,10.18.4.1.7.19.9,2,01
ERR1202368,217,https://pubmlst.org/spneumoniae/,10.18.4.1.7.19.9,2,01
ERR1202380,217,https://pubmlst.org/spneumoniae/,10.18.4.1.7.19.9,2,01
ERR1202397,217,https://pubmlst.org/spneumoniae/,10.18.4.1.7.19.9,2,01
ERR1202405,217,https://pubmlst.org/spneumoniae/,10.18.4.1.7.19.9,2,01
ERR1202406,217,https://pubmlst.org/spneumoniae/,10.18.4.1.7.19.9,2,01
ERR1202409,5012,https://pubmlst.org/spneumoniae/,10.18.4.1.6.19.9,2,01
ERR1202414,217,https://pubmlst.org/spneumoniae/,10.18.4.1.7.19.9,2,01
ERR1202416,217,https://pubmlst.org/spneumoniae/,10.18.4.1.7.19.9,2,01
ERR1202423,217,https://pubmlst.org/spneumoniae/,10.18.4.1.7.19.9,2,01
ERR1202489,217,https://pubmlst.org/spneumoniae/,10.18.4.1.7.19.9,2,01
ERR1202503,217,https://pubmlst.org/spneumoniae/,10.18.4.1.7.19.9,2,01
ERR1202508,11745,https://pubmlst.org/spneumoniae/,10.464.4.1.7.19.9,2,01
ERR1202521,8158,https://pubmlst.org/spneumoniae/,10.10.4.1.7.19.9,2,01
ERR1202526,217,https://pubmlst.org/spneumoniae/,10.18.4.1.7.19.9,2,01
ERR1202530,5012,https://pubmlst.org/spneumoniae/,10.18.4.1.6.19.9,2,01
ERR1202534,217,https://pubmlst.org/spneumoniae/,10.18.4.1.7.19.9,2,01
ERR1202535,217,https://pubmlst.org/spneumoniae/,10.18.4.1.7.19.9,2,01
ERR1202538,5012,https://pubmlst.org/spneumoniae/,10.18.4.1.6.19.9,2,01
ERR1202539,217,https://pubmlst.org/spneumoniae/,10.18.4.1.7.19.9,2,01
ERR1202541,303,https://pubmlst.org/spneumoniae/,10.5.4.1.7.19.9,2,01
ERR1202543,12165,https://pubmlst.org/spneumoniae/,381.18.4.1.7.19.9,2,01
ERR1202545,217,https://pubmlst.org/spneumoniae/,10.18.4.1.7.19.9,2,01
ERR1202547,303,https://pubmlst.org/spneumoniae/,10.5.4.1.7.19.9,2,01
ERR1202548,303,https://pubmlst.org/spneumoniae/,10.5.4.1.7.19.9,2,01
ERR1202551,5012,https://pubmlst.org/spneumoniae/,10.18.4.1.6.19.9,2,01
ERR1202558,5012,https://pubmlst.org/spneumoniae/,10.18.4.1.6.19.9,2,01
ERR1202560,217,https://pubmlst.org/spneumoniae/,10.18.4.1.7.19.9,2,01
ERR1202563,217,https://pubmlst.org/spneumoniae/,10.18.4.1.7.19.9,2,01
ERR1214433,306,https://pubmlst.org/spneumoniae/,12.8.13.5.16.4.20,31,01
ERR1214434,306,https://pubmlst.org/spneumoniae/,12.8.13.5.16.4.20,31,01
ERR1214438,217,https://pubmlst.org/spneumoniae/,10.18.4.1.7.19.9,2,01
ERR1214442,306,https://pubmlst.org/spneumoniae/,12.8.13.5.16.4.20,31,01
ERR1214448,303,https://pubmlst.org/spneumoniae/,10.5.4.1.7.19.9,2,01
ERR1214449,303,https://pubmlst.org/spneumoniae/,10.5.4.1.7.19.9,2,01
ERR1288910,217,https://pubmlst.org/spneumoniae/,10.18.4.1.7.19.9,2,01
ERR1288918,217,https://pubmlst.org/spneumoniae/,10.18.4.1.7.19.9,2,01
ERR1288924,217,https://pubmlst.org/spneumoniae/,10.18.4.1.7.19.9,2,01
ERR1288928,217,https://pubmlst.org/spneumoniae/,10.18.4.1.7.19.9,2,01
ERR1288929,217,https://pubmlst.org/spneumoniae/,10.18.4.1.7.19.9,2,01
ERR1288937,217,https://pubmlst.org/spneumoniae/,10.18.4.1.7.19.9,2,01
ERR1288973,217,https://pubmlst.org/spneumoniae/,10.18.4.1.7.19.9,2,01
ERR1288974,217,https://pubmlst.org/spneumoniae/,10.18.4.1.7.19.9,2,01
ERR1288975,8158,https://pubmlst.org/spneumoniae/,10.10.4.1.7.19.9,2,01
ERR1288983,9529,https://pubmlst.org/spneumoniae/,10.18.4.1.7.83.9,2,01
ERR1288985,12333,https://pubmlst.org/spneumoniae/,10.18.4.8.7.19.9,2,01
ERR1288986,8158,https://pubmlst.org/spneumoniae/,10.10.4.1.7.19.9,2,01
ERR1288988,217,https://pubmlst.org/spneumoniae/,10.18.4.1.7.19.9,2,01
ERR1288989,217,https://pubmlst.org/spneumoniae/,10.18.4.1.7.19.9,2,01
ERR1422337,306,https://pubmlst.org/spneumoniae/,12.8.13.5.16.4.20,31,01
ERR1422364,303,https://pubmlst.org/spneumoniae/,10.5.4.1.7.19.9,2,01
ERR1422376,306,https://pubmlst.org/spneumoniae/,12.8.13.5.16.4.20,31,01
ERR1422380,303,https://pubmlst.org/spneumoniae/,10.5.4.1.7.19.9,2,01
ERR1422385,306,https://pubmlst.org/spneumoniae/,12.8.13.5.16.4.20,31,01
ERR1422394,303,https://pubmlst.org/spneumoniae/,10.5.4.1.7.19.9,2,01
ERR1422425,615,https://pubmlst.org/spneumoniae/,10.31.4.1.6.4.94,2,01
ERR1422625,615,https://pubmlst.org/spneumoniae/,10.31.4.1.6.4.94,2,01
ERR1422677,227,https://pubmlst.org/spneumoniae/,12.5.13.5.17.4.20,31,01
ERR1430824,618,https://pubmlst.org/spneumoniae/,13.8.4.1.7.19.14,2,01
ERR1430825,618,https://pubmlst.org/spneumoniae/,13.8.4.1.7.19.14,2,01
ERR1430826,618,https://pubmlst.org/spneumoniae/,13.8.4.1.7.19.14,2,01
ERR1430827,618,https://pubmlst.org/spneumoniae/,13.8.4.1.7.19.14,2,01
ERR1430828,3081,https://pubmlst.org/spneumoniae/,10.18.4.1.7.232.9,2,01
ERR1430829,3081,https://pubmlst.org/spneumoniae/,10.18.4.1.7.232.9,2,01
ERR1430830,618,https://pubmlst.org/spneumoniae/,13.8.4.1.7.19.14,2,01
ERR1430833,3081,https://pubmlst.org/spneumoniae/,10.18.4.1.7.232.9,2,01
ERR1430834,3081,https://pubmlst.org/spneumoniae/,10.18.4.1.7.232.9,2,01
ERR1430835,3081,https://pubmlst.org/spneumoniae/,10.18.4.1.7.232.9,2,01
ERR1430836,3081,https://pubmlst.org/spneumoniae/,10.18.4.1.7.232.9,2,01
ERR1430837,3081,https://pubmlst.org/spneumoniae/,10.18.4.1.7.232.9,2,01
ERR1430838,3081,https://pubmlst.org/spneumoniae/,10.18.4.1.7.232.9,2,01
ERR1430839,303,https://pubmlst.org/spneumoniae/,10.5.4.1.7.19.9,2,01
ERR1430840,3081,https://pubmlst.org/spneumoniae/,10.18.4.1.7.232.9,2,01
ERR1430841,3081,https://pubmlst.org/spneumoniae/,10.18.4.1.7.232.9,2,01
ERR1430842,3081,https://pubmlst.org/spneumoniae/,10.18.4.1.7.232.9,2,01
ERR1430846,3081,https://pubmlst.org/spneumoniae/,10.18.4.1.7.232.9,2,01
ERR1430847,3081,https://pubmlst.org/spneumoniae/,10.18.4.1.7.232.9,2,01
ERR1430848,618,https://pubmlst.org/spneumoniae/,13.8.4.1.7.19.14,2,01
ERR1430851,217,https://pubmlst.org/spneumoniae/,10.18.4.1.7.19.9,2,01
ERR1430852,618,https://pubmlst.org/spneumoniae/,13.8.4.1.7.19.14,2,01
ERR1430853,3081,https://pubmlst.org/spneumoniae/,10.18.4.1.7.232.9,2,01
ERR1430854,3081,https://pubmlst.org/spneumoniae/,10.18.4.1.7.232.9,2,01
ERR1430855,3081,https://pubmlst.org/spneumoniae/,10.18.4.1.7.232.9,2,01
ERR1430856,3081,https://pubmlst.org/spneumoniae/,10.18.4.1.7.232.9,2,01
ERR1430858,3081,https://pubmlst.org/spneumoniae/,10.18.4.1.7.232.9,2,01
ERR1430859,3081,https://pubmlst.org/spneumoniae/,10.18.4.1.7.232.9,2,01
ERR1430860,618,https://pubmlst.org/spneumoniae/,13.8.4.1.7.19.14,2,01
ERR1430861,3081,https://pubmlst.org/spneumoniae/,10.18.4.1.7.232.9,2,01
ERR1430862,3081,https://pubmlst.org/spneumoniae/,10.18.4.1.7.232.9,2,01
ERR1430863,3081,https://pubmlst.org/spneumoniae/,10.18.4.1.7.232.9,2,01
ERR1430864,618,https://pubmlst.org/spneumoniae/,13.8.4.1.7.19.14,2,01
ERR1430865,618,https://pubmlst.org/spneumoniae/,13.8.4.1.7.19.14,2,01
ERR1430866,3081,https://pubmlst.org/spneumoniae/,10.18.4.1.7.232.9,2,01
ERR1430867,3081,https://pubmlst.org/spneumoniae/,10.18.4.1.7.232.9,2,01
ERR1430869,3081,https://pubmlst.org/spneumoniae/,10.18.4.1.7.232.9,2,01
ERR1430870,618,https://pubmlst.org/spneumoniae/,13.8.4.1.7.19.14,2,01
ERR1430871,618,https://pubmlst.org/spneumoniae/,13.8.4.1.7.19.14,2,01
ERR1430872,618,https://pubmlst.org/spneumoniae/,13.8.4.1.7.19.14,2,01
ERR1430873,3081,https://pubmlst.org/spneumoniae/,10.18.4.1.7.232.9,2,01
ERR1430874,303,https://pubmlst.org/spneumoniae/,10.5.4.1.7.19.9,2,01
ERR1430875,3081,https://pubmlst.org/spneumoniae/,10.18.4.1.7.232.9,2,01
ERR1430876,618,https://pubmlst.org/spneumoniae/,13.8.4.1.7.19.14,2,01
ERR1430881,3081,https://pubmlst.org/spneumoniae/,10.18.4.1.7.232.9,2,01
ERR1430882,3081,https://pubmlst.org/spneumoniae/,10.18.4.1.7.232.9,2,01
ERR1430883,3081,https://pubmlst.org/spneumoniae/,10.18.4.1.7.232.9,2,01
ERR1430884,3081,https://pubmlst.org/spneumoniae/,10.18.4.1.7.232.9,2,01
ERR1430885,3081,https://pubmlst.org/spneumoniae/,10.18.4.1.7.232.9,2,01
ERR1430887,3081,https://pubmlst.org/spneumoniae/,10.18.4.1.7.232.9,2,01
ERR1453490,8158,https://pubmlst.org/spneumoniae/,10.10.4.1.7.19.9,2,01
ERR1453505,217,https://pubmlst.org/spneumoniae/,10.18.4.1.7.19.9,2,01
ERR1453506,217,https://pubmlst.org/spneumoniae/,10.18.4.1.7.19.9,2,01
ERR1453515,217,https://pubmlst.org/spneumoniae/,10.18.4.1.7.19.9,2,01
ERR1453519,217,https://pubmlst.org/spneumoniae/,10.18.4.1.7.19.9,2,01
ERR1453520,9529,https://pubmlst.org/spneumoniae/,10.18.4.1.7.83.9,2,01
ERR1453521,5012,https://pubmlst.org/spneumoniae/,10.18.4.1.6.19.9,2,01
ERR1453523,8158,https://pubmlst.org/spneumoniae/,10.10.4.1.7.19.9,2,01
ERR1453594,615,https://pubmlst.org/spneumoniae/,10.31.4.1.6.4.94,2,01
ERR1453621,303,https://pubmlst.org/spneumoniae/,10.5.4.1.7.19.9,2,01
ERR1453625,9231,https://pubmlst.org/spneumoniae/,10.13.4.1.6.4.94,2,01
ERR1756410,5316,https://pubmlst.org/spneumoniae/,12.8.13.5.17.4.8,31,01
ERR1756411,5191,https://pubmlst.org/spneumoniae/,13.16.4.1.7.19.9,2,01
ERR1756441,303,https://pubmlst.org/spneumoniae/,10.5.4.1.7.19.9,2,01
ERR1756449,12470,https://pubmlst.org/spneumoniae/,10.5.53.1.7.19.9,2,01
ERR1756454,217,https://pubmlst.org/spneumoniae/,10.18.4.1.7.19.9,2,01
ERR1756457,12470,https://pubmlst.org/spneumoniae/,10.5.53.1.7.19.9,2,01
ERR1756460,303,https://pubmlst.org/spneumoniae/,10.5.4.1.7.19.9,2,01
ERR1756481,5002,https://pubmlst.org/spneumoniae/,10.5.4.1.17.19.9,2,01
ERR1756482,5002,https://pubmlst.org/spneumoniae/,10.5.4.1.17.19.9,2,01
ERR1756487,5002,https://pubmlst.org/spneumoniae/,10.5.4.1.17.19.9,2,01
ERR1764035,303,https://pubmlst.org/spneumoniae/,10.5.4.1.7.19.9,2,01
ERR1764036,303,https://pubmlst.org/spneumoniae/,10.5.4.1.7.19.9,2,01
ERR1764038,303,https://pubmlst.org/spneumoniae/,10.5.4.1.7.19.9,2,01
ERR1764039,303,https://pubmlst.org/spneumoniae/,10.5.4.1.7.19.9,2,01
ERR1764041,303,https://pubmlst.org/spneumoniae/,10.5.4.1.7.19.9,2,01
ERR1764052,303,https://pubmlst.org/spneumoniae/,10.5.4.1.7.19.9,2,01
ERR1788177,2296,https://pubmlst.org/spneumoniae/,10.31.4.34.6.4.94,2,01
ERR1788305,2296,https://pubmlst.org/spneumoniae/,10.31.4.34.6.4.94,2,01
ERR1788315,306,https://pubmlst.org/spneumoniae/,12.8.13.5.16.4.20,31,01
ERR1788323,306,https://pubmlst.org/spneumoniae/,12.8.13.5.16.4.20,31,01
ERR1788469,304,https://pubmlst.org/spneumoniae/,13.8.13.5.17.4.8,31,01
ERR1788492,304,https://pubmlst.org/spneumoniae/,13.8.13.5.17.4.8,31,01
ERR1788499,304,https://pubmlst.org/spneumoniae/,13.8.13.5.17.4.8,31,01
ERR1788508,304,https://pubmlst.org/spneumoniae/,13.8.13.5.17.4.8,31,01
ERR2089362,615,https://pubmlst.org/spneumoniae/,10.31.4.1.6.4.94,2,01
ERR2089647,217,https://pubmlst.org/spneumoniae/,10.18.4.1.7.19.9,2,01
ERR2089650,217,https://pubmlst.org/spneumoniae/,10.18.4.1.7.19.9,2,01
ERR2089654,217,https://pubmlst.org/spneumoniae/,10.18.4.1.7.19.9,2,01
ERR2089656,217,https://pubmlst.org/spneumoniae/,10.18.4.1.7.19.9,2,01
ERR2089666,217,https://pubmlst.org/spneumoniae/,10.18.4.1.7.19.9,2,01
ERR2089667,217,https://pubmlst.org/spneumoniae/,10.18.4.1.7.19.9,2,01
ERR2089670,217,https://pubmlst.org/spneumoniae/,10.18.4.1.7.19.9,2,01
ERR2089675,217,https://pubmlst.org/spneumoniae/,10.18.4.1.7.19.9,2,01
ERR2089677,217,https://pubmlst.org/spneumoniae/,10.18.4.1.7.19.9,2,01
ERR2089680,217,https://pubmlst.org/spneumoniae/,10.18.4.1.7.19.9,2,01
ERR2089681,217,https://pubmlst.org/spneumoniae/,10.18.4.1.7.19.9,2,01
ERR2089682,217,https://pubmlst.org/spneumoniae/,10.18.4.1.7.19.9,2,01
ERR2089683,217,https://pubmlst.org/spneumoniae/,10.18.4.1.7.19.9,2,01
ERR2089685,217,https://pubmlst.org/spneumoniae/,10.18.4.1.7.19.9,2,01
ERR2089686,217,https://pubmlst.org/spneumoniae/,10.18.4.1.7.19.9,2,01
ERR2089688,217,https://pubmlst.org/spneumoniae/,10.18.4.1.7.19.9,2,01
ERR2089690,217,https://pubmlst.org/spneumoniae/,10.18.4.1.7.19.9,2,01
ERR2089709,217,https://pubmlst.org/spneumoniae/,10.18.4.1.7.19.9,2,01
ERR2089737,217,https://pubmlst.org/spneumoniae/,10.18.4.1.7.19.9,2,01
ERR2089741,5802,https://pubmlst.org/spneumoniae/,190.18.4.1.7.19.9,2,01
